hs17,group,subgroup,ship type,hs92
280469,28,4,energy_carriers,280469
280470,28,4,rare_earth,280470
280480,28,4,energy_carriers,280480
280490,28,4,energy_carriers,280490
280511,28,5,energy_carriers,280511
280512,28,5,energy_carriers,280521
280519,28,5,energy_carriers,280519
280530,28,5,rare_earth,280530
280540,28,5,energy_carriers,280540
280610,28,6,energy_carriers,280610
280620,28,6,energy_carriers,280620
280700,28,7,energy_carriers,280700
280800,28,8,energy_carriers,280800
280910,28,9,rare_earth,280910
280920,28,9,energy_carriers,280920
281000,28,10,energy_carriers,281000
281111,28,11,energy_carriers,281111
281112,28,11,energy_carriers,281119
281119,28,11,energy_carriers,281119
281121,28,11,energy_carriers,281121
281122,28,11,energy_carriers,281122
281129,28,11,energy_carriers,281129
281211,28,12,energy_carriers,281210
281212,28,12,rare_earth,281210
281213,28,12,rare_earth,281210
281214,28,12,rare_earth,281210
281215,28,12,energy_carriers,281210
281216,28,12,energy_carriers,281210
281217,28,12,energy_carriers,281210
281219,28,12,energy_carriers,281210
281290,28,12,energy_carriers,281290
281310,28,13,energy_carriers,281310
281390,28,13,rare_earth,281390
281410,28,14,energy_carriers,281410
281420,28,14,energy_carriers,281420
281511,28,15,energy_carriers,281511
281512,28,15,chemical,281512
281520,28,15,chemical,281520
281530,28,15,chemical,281530
281610,28,16,rare_earth,281610
281640,28,16,chemical,281630
281700,28,17,chemical,281700
281810,28,18,chemical,281810
281820,28,18,chemical,281820
281830,28,18,chemical,281830
281910,28,19,chemical,281910
281990,28,19,chemical,281990
282010,28,20,chemical,282010
282090,28,20,chemical,282090
282110,28,21,commodities,282110
282120,28,21,commodities,282120
282200,28,22,rare_earth,282200
282300,28,23,rare_earth,282300
282410,28,24,chemical,282410
282490,28,24,chemical,282490
282510,28,25,chemical,282510
282520,28,25,rare_earth,282520
282530,28,25,rare_earth,282530
282540,28,25,chemical,282540
282550,28,25,commodities,282550
282560,28,25,rare_earth,282560
282570,28,25,chemical,282570
282580,28,25,rare_earth,282580
282590,28,25,chemical,282590
282612,28,26,chemical,282612
282619,28,26,chemical,282619
282630,28,26,chemical,282630
282690,28,26,chemical,282690
282710,28,27,chemical,282710
282720,28,27,chemical,282720
282731,28,27,rare_earth,282731
282732,28,27,chemical,282732
282735,28,27,chemical,282735
282739,28,27,rare_earth,282739
282741,28,27,commodities,282741
282749,28,27,commodities,282749
282751,28,27,chemical,282751
282759,28,27,chemical,282759
282760,28,27,chemical,282760
282810,28,28,chemical,282810
282890,28,28,chemical,282890
282911,28,29,chemical,282911
282919,28,29,chemical,282919
282990,28,29,chemical,282990
283010,28,30,chemical,283010
283090,28,30,chemical,283090
283110,28,31,chemical,283110
283190,28,31,chemical,283190
283210,28,32,chemical,283210
283220,28,32,chemical,283220
283230,28,32,chemical,283230
283311,28,33,chemical,283311
283319,28,33,chemical,283319
283321,28,33,rare_earth,283321
283322,28,33,chemical,283322
283324,28,33,chemical,283324
283325,28,33,commodities,283325
283327,28,33,chemical,283327
283329,28,33,chemical,283329
283330,28,33,chemical,283330
283340,28,33,chemical,283340
283410,28,34,chemical,283410
283421,28,34,chemical,283421
283429,28,34,chemical,283429
283510,28,35,chemical,283510
283522,28,35,chemical,283522
283524,28,35,chemical,283524
283525,28,35,chemical,283525
283526,28,35,chemical,283526
283529,28,35,chemical,283529
283531,28,35,chemical,283531
283539,28,35,chemical,283539
283620,28,36,chemical,283620
283630,28,36,chemical,283630
283640,28,36,chemical,283640
283650,28,36,chemical,283650
283660,28,36,chemical,283660
283691,28,36,rare_earth,283691
283692,28,36,chemical,283692
283699,28,36,rare_earth,283699
283711,28,37,chemical,283711
283719,28,37,chemical,283719
283720,28,37,chemical,283720
283911,28,39,chemical,283911
283919,28,39,chemical,283919
283990,28,39,chemical,283990
284011,28,40,rare_earth,284011
284019,28,40,rare_earth,284019
284020,28,40,rare_earth,284020
284030,28,40,rare_earth,284030
284130,28,41,chemical,284130
284150,28,41,chemical,284150
284161,28,41,chemical,284160
284169,28,41,chemical,284160
284170,28,41,chemical,284170
284180,28,41,chemical,284180
284190,28,41,chemical,284190
284210,28,42,chemical,284210
284290,28,42,chemical,284290
284310,28,43,chemical,284310
284321,28,43,chemical,284321
284329,28,43,chemical,284329
284330,28,43,chemical,284330
284390,28,43,chemical,284390
284410,28,44,chemical,284410
284420,28,44,chemical,284420
284430,28,44,chemical,284430
284440,28,44,chemical,284440
284450,28,44,chemical,284450
284510,28,45,chemical,284510
284590,28,45,chemical,284590
284610,28,46,rare_earth,284610
284690,28,46,rare_earth,284690
284700,28,47,chemical,284700
284910,28,49,chemical,284910
284920,28,49,chemical,284920
284990,28,49,chemical,284990
285000,28,50,chemical,285000
285210,28,52,chemical,392690
285290,28,52,chemical,392690
285310,28,53,chemical,285100
285390,28,53,rare_earth,285100
290110,29,1,chemical,290110
290121,29,1,chemical,290121
290122,29,1,chemical,290122
290123,29,1,chemical,290123
290124,29,1,chemical,290124
290129,29,1,chemical,290129
290211,29,2,chemical,290211
290219,29,2,chemical,290219
290220,29,2,chemical,290220
290230,29,2,chemical,290230
290241,29,2,chemical,290241
290242,29,2,chemical,290242
290243,29,2,chemical,290243
290244,29,2,chemical,290244
290250,29,2,chemical,290250
290260,29,2,chemical,290260
290270,29,2,chemical,290270
290290,29,2,chemical,290290
290311,29,3,chemical,290311
290312,29,3,chemical,290312
290313,29,3,chemical,290313
290314,29,3,chemical,290314
290315,29,3,chemical,290315
290319,29,3,chemical,290319
290321,29,3,chemical,290321
290322,29,3,chemical,290322
290323,29,3,chemical,290323
290329,29,3,chemical,290329
290331,29,3,chemical,290330
290339,29,3,chemical,290330
290371,29,3,chemical,290340
290372,29,3,chemical,290340
290373,29,3,chemical,290340
290374,29,3,chemical,290340
290375,29,3,chemical,290340
290376,29,3,chemical,290340
290377,29,3,chemical,290340
290378,29,3,chemical,290340
290379,29,3,chemical,290340
290381,29,3,chemical,290351
290382,29,3,chemical,290359
290383,29,3,chemical,290359
290389,29,3,chemical,290359
290391,29,3,chemical,290361
290392,29,3,chemical,290362
290393,29,3,chemical,290369
290394,29,3,chemical,290369
290399,29,3,chemical,290369
290410,29,4,chemical,290410
290420,29,4,chemical,290420
290431,29,4,chemical,290490
290432,29,4,chemical,290490
290433,29,4,rare_earth,290490
290434,29,4,chemical,290490
290435,29,4,chemical,290490
290436,29,4,chemical,290490
290491,29,4,chemical,290490
290499,29,4,chemical,290490
290511,29,5,chemical,290511
290512,29,5,chemical,290512
290513,29,5,chemical,290513
290514,29,5,chemical,290514
290516,29,5,chemical,290516
290517,29,5,chemical,290517
290519,29,5,chemical,290519
290522,29,5,chemical,290522
290529,29,5,chemical,290529
290531,29,5,chemical,290531
290532,29,5,chemical,290532
290539,29,5,chemical,290539
290541,29,5,chemical,290541
290542,29,5,chemical,290542
290543,29,5,chemical,290543
290544,29,5,chemical,290544
290545,29,5,chemical,152090
290549,29,5,chemical,290549
290551,29,5,chemical,290550
290559,29,5,chemical,290550
290611,29,6,chemical,290611
290612,29,6,chemical,290612
290613,29,6,chemical,290613
290619,29,6,chemical,290619
290621,29,6,chemical,290621
290629,29,6,chemical,290629
290711,29,7,chemical,290711
290712,29,7,chemical,290712
290713,29,7,chemical,290713
290715,29,7,chemical,290715
290719,29,7,chemical,290719
290721,29,7,chemical,290721
290722,29,7,chemical,290722
290723,29,7,chemical,290723
290729,29,7,chemical,290729
290811,29,8,chemical,290810
290819,29,8,chemical,290810
290891,29,8,chemical,290890
290892,29,8,chemical,290890
290899,29,8,chemical,290890
290911,29,9,chemical,290911
290919,29,9,chemical,290919
290920,29,9,chemical,290920
290930,29,9,chemical,290930
290941,29,9,chemical,290941
290943,29,9,chemical,290943
290944,29,9,chemical,290944
290949,29,9,chemical,290949
290950,29,9,chemical,290950
290960,29,9,chemical,290960
291010,29,10,chemical,291010
291020,29,10,chemical,291020
291030,29,10,chemical,291030
291040,29,10,chemical,291090
291050,29,10,chemical,291090
291090,29,10,chemical,291090
291100,29,11,chemical,291100
291211,29,12,chemical,291211
291212,29,12,chemical,291212
291219,29,12,chemical,291219
291221,29,12,chemical,291221
291229,29,12,chemical,291229
291241,29,12,chemical,291241
291242,29,12,chemical,291242
291249,29,12,chemical,291249
291250,29,12,chemical,291250
291260,29,12,chemical,291260
291300,29,13,chemical,291300
291411,29,14,chemical,291411
291412,29,14,chemical,291412
291413,29,14,chemical,291413
291419,29,14,chemical,291419
291422,29,14,chemical,291422
291423,29,14,chemical,291423
291429,29,14,chemical,291429
291431,29,14,chemical,291430
291439,29,14,chemical,291430
291440,29,14,chemical,291449
291450,29,14,chemical,291450
291461,29,14,chemical,291461
291462,29,14,chemical,291469
291469,29,14,chemical,291469
291471,29,14,chemical,291470
291479,29,14,chemical,291470
291511,29,15,chemical,291511
291512,29,15,chemical,291512
291513,29,15,chemical,291513
291521,29,15,chemical,291521
291524,29,15,chemical,291524
291529,29,15,chemical,291529
291531,29,15,chemical,291531
291532,29,15,chemical,291532
291533,29,15,chemical,291533
291536,29,15,chemical,291539
291539,29,15,chemical,291539
291540,29,15,chemical,291540
291550,29,15,chemical,291550
291560,29,15,chemical,291560
291570,29,15,chemical,291570
291590,29,15,chemical,291590
291611,29,16,chemical,291611
291612,29,16,chemical,291612
291613,29,16,chemical,291613
291614,29,16,chemical,291614
291615,29,16,chemical,291615
291616,29,16,chemical,291639
291619,29,16,chemical,291619
291620,29,16,chemical,291620
291631,29,16,chemical,291631
291632,29,16,chemical,291632
291634,29,16,chemical,291633
291639,29,16,chemical,291639
291711,29,17,chemical,291711
291712,29,17,chemical,291712
291713,29,17,chemical,291713
291714,29,17,chemical,291714
291719,29,17,chemical,291719
291720,29,17,chemical,291720
291732,29,17,chemical,291732
291733,29,17,chemical,291733
291734,29,17,chemical,291734
291735,29,17,chemical,291735
291736,29,17,chemical,291736
291737,29,17,chemical,291737
291739,29,17,chemical,291739
291811,29,18,chemical,291811
291812,29,18,chemical,291812
291813,29,18,chemical,291813
291814,29,18,chemical,291814
291815,29,18,chemical,291815
291816,29,18,chemical,291816
291817,29,18,chemical,291819
291818,29,18,chemical,291819
291819,29,18,chemical,291819
291821,29,18,chemical,291821
291822,29,18,chemical,291822
291823,29,18,chemical,291823
291829,29,18,chemical,291829
291830,29,18,chemical,291830
291891,29,18,chemical,291890
291899,29,18,chemical,291890
291910,29,19,chemical,291900
291990,29,19,chemical,291900
292011,29,20,chemical,292010
292019,29,20,chemical,292010
292021,29,20,chemical,292090
292022,29,20,chemical,292090
292023,29,20,chemical,292090
292024,29,20,chemical,292090
292029,29,20,chemical,292090
292030,29,20,chemical,292090
292090,29,20,chemical,292090
292111,29,21,chemical,292111
292112,29,21,chemical,292119
292113,29,21,chemical,292119
292114,29,21,chemical,292119
292119,29,21,chemical,292119
292121,29,21,chemical,292121
292122,29,21,chemical,292122
292129,29,21,chemical,292129
292130,29,21,chemical,292130
292141,29,21,chemical,292141
292142,29,21,chemical,292142
292143,29,21,chemical,292143
292144,29,21,chemical,292144
292145,29,21,chemical,292145
292146,29,21,chemical,292149
292149,29,21,chemical,292149
292151,29,21,chemical,292151
292159,29,21,chemical,292159
292211,29,22,chemical,292211
292212,29,22,chemical,292212
292214,29,22,chemical,292219
292215,29,22,chemical,292213
292216,29,22,chemical,292219
292217,29,22,chemical,292219
292218,29,22,chemical,292219
292219,29,22,chemical,292219
292221,29,22,chemical,292221
292229,29,22,chemical,292229
292231,29,22,chemical,292230
292239,29,22,chemical,292230
292241,29,22,chemical,292241
292242,29,22,chemical,292242
292243,29,22,chemical,292249
292244,29,22,chemical,292249
292249,29,22,chemical,292249
292250,29,22,chemical,292250
292310,29,23,chemical,292310
292320,29,23,chemical,292320
292330,29,23,chemical,292390
292340,29,23,chemical,292390
292390,29,23,chemical,292390
292411,29,24,chemical,292410
292412,29,24,chemical,292410
292419,29,24,chemical,292410
292421,29,24,chemical,292421
292423,29,24,chemical,292429
292424,29,24,chemical,292429
292425,29,24,chemical,292429
292429,29,24,chemical,292429
292511,29,25,chemical,292511
292512,29,25,chemical,292519
292519,29,25,chemical,292519
292521,29,25,chemical,292520
292529,29,25,chemical,292520
292610,29,26,chemical,292610
292620,29,26,chemical,292620
292630,29,26,chemical,292690
292640,29,26,chemical,292690
292690,29,26,chemical,292690
292700,29,27,chemical,292700
292800,29,28,chemical,292800
292910,29,29,chemical,292910
292990,29,29,chemical,292990
293020,29,30,chemical,293020
293030,29,30,chemical,293030
293040,29,30,chemical,293040
293060,29,30,chemical,293090
293070,29,30,chemical,293090
293080,29,30,chemical,293090
293090,29,30,chemical,293090
293110,29,31,chemical,293100
293120,29,31,chemical,293100
293131,29,31,rare_earth,293100
293132,29,31,rare_earth,293100
293133,29,31,rare_earth,293100
293134,29,31,rare_earth,293100
293135,29,31,rare_earth,293100
293136,29,31,rare_earth,293100
293137,29,31,rare_earth,293100
293138,29,31,rare_earth,293100
293139,29,31,rare_earth,293100
293190,29,31,rare_earth,293100
293211,29,32,chemical,293211
293212,29,32,chemical,293212
293213,29,32,chemical,293213
293214,29,32,chemical,293219
293219,29,32,chemical,293219
293220,29,32,chemical,293229
293291,29,32,chemical,293290
293292,29,32,chemical,293290
293293,29,32,chemical,293290
293294,29,32,chemical,293290
293295,29,32,chemical,293290
293299,29,32,chemical,293290
293311,29,33,chemical,293311
293319,29,33,chemical,293319
293321,29,33,chemical,293321
293329,29,33,chemical,293329
293331,29,33,chemical,293331
293332,29,33,chemical,293339
293333,29,33,chemical,293339
293339,29,33,chemical,293339
293341,29,33,chemical,293340
293349,29,33,chemical,293340
293352,29,33,chemical,293351
293353,29,33,chemical,293351
293354,29,33,chemical,293351
293355,29,33,chemical,293359
293359,29,33,chemical,293359
293361,29,33,chemical,293361
293369,29,33,chemical,293369
293371,29,33,chemical,293371
293372,29,33,chemical,293379
293379,29,33,chemical,293379
293391,29,33,chemical,293390
293392,29,33,chemical,293390
293399,29,33,chemical,293390
293410,29,34,chemical,293410
293420,29,34,chemical,293420
293430,29,34,chemical,293430
293491,29,34,chemical,293490
293499,29,34,chemical,293490
293510,29,35,chemical,293500
293520,29,35,chemical,293500
293530,29,35,chemical,293500
293540,29,35,chemical,293500
293550,29,35,chemical,293500
293590,29,35,chemical,293500
293621,29,36,chemical,293621
293622,29,36,chemical,293622
293623,29,36,chemical,293623
293624,29,36,chemical,293624
293625,29,36,chemical,293625
293626,29,36,chemical,293626
293627,29,36,chemical,293627
293628,29,36,chemical,293628
293629,29,36,chemical,293629
293690,29,36,chemical,293690
293711,29,37,chemical,293390
293712,29,37,chemical,293791
293719,29,37,chemical,293799
293721,29,37,chemical,293721
293722,29,37,chemical,293722
293723,29,37,chemical,293792
293729,29,37,chemical,293729
293750,29,37,chemical,293799
293790,29,37,chemical,293799
293810,29,38,chemical,293810
293890,29,38,chemical,293890
293911,29,39,chemical,293910
293919,29,39,chemical,293910
293920,29,39,chemical,293929
293930,29,39,chemical,293930
293941,29,39,chemical,293940
293942,29,39,chemical,293940
293943,29,39,chemical,293940
293944,29,39,chemical,293940
293949,29,39,chemical,293940
293951,29,39,chemical,293950
293959,29,39,chemical,293950
293961,29,39,chemical,293960
293962,29,39,chemical,293960
293963,29,39,chemical,293960
293969,29,39,chemical,293960
293971,29,39,chemical,293990
293979,29,39,chemical,293970
293980,29,39,chemical,293359
294000,29,40,chemical,294000
294110,29,41,chemical,294110
294120,29,41,chemical,294120
294130,29,41,chemical,294130
294140,29,41,chemical,294140
294150,29,41,chemical,294150
294190,29,41,chemical,294190
294200,29,42,chemical,294200
300120,30,1,chemical,300120
300190,30,1,chemical,300190
300211,30,2,chemical,300290
300212,30,2,chemical,300290
300213,30,2,chemical,300290
300214,30,2,chemical,300290
300215,30,2,chemical,300290
300219,30,2,chemical,300290
300220,30,2,chemical,300220
300230,30,2,chemical,300239
300290,30,2,chemical,300290
300310,30,3,chemical,300310
300320,30,3,chemical,300320
300331,30,3,chemical,300331
300339,30,3,chemical,300339
300341,30,3,chemical,300340
300342,30,3,chemical,300340
300343,30,3,chemical,300340
300349,30,3,chemical,300340
300360,30,3,chemical,300390
300390,30,3,chemical,300390
300410,30,4,chemical,300410
300420,30,4,chemical,300420
300431,30,4,chemical,300431
300432,30,4,chemical,300432
300439,30,4,chemical,300439
300441,30,4,chemical,300440
300442,30,4,chemical,300440
300443,30,4,chemical,300440
300449,30,4,chemical,300440
300450,30,4,chemical,300450
300460,30,4,chemical,300490
300490,30,4,chemical,300490
300510,30,5,chemical,300510
300590,30,5,chemical,300590
300610,30,6,chemical,300610
300620,30,6,chemical,300620
300630,30,6,chemical,300630
300640,30,6,chemical,300640
300650,30,6,chemical,300650
300660,30,6,chemical,300660
300670,30,6,chemical,382390
300691,30,6,chemical,392690
300692,30,6,chemical,300490
310100,31,1,energy_carriers,310100
310210,31,2,energy_carriers,310210
310221,31,2,energy_carriers,310221
310229,31,2,energy_carriers,310229
310230,31,2,energy_carriers,310230
310240,31,2,energy_carriers,310240
310250,31,2,energy_carriers,310250
310260,31,2,energy_carriers,310260
310280,31,2,energy_carriers,310280
310290,31,2,energy_carriers,310290
310311,31,3,energy_carriers,310310
310319,31,3,energy_carriers,310310
310390,31,3,energy_carriers,310390
310420,31,4,energy_carriers,310420
310430,31,4,energy_carriers,310430
310490,31,4,energy_carriers,310490
310510,31,5,energy_carriers,310510
310520,31,5,energy_carriers,310520
310530,31,5,energy_carriers,310530
310540,31,5,energy_carriers,310540
310551,31,5,energy_carriers,310551
310559,31,5,energy_carriers,310559
310560,31,5,energy_carriers,310560
310590,31,5,energy_carriers,310590
320110,32,1,chemical,320110
320120,32,1,chemical,320120
320190,32,1,chemical,320190
320210,32,2,chemical,320210
320290,32,2,chemical,320290
320300,32,3,chemical,320300
320411,32,4,chemical,320411
320412,32,4,chemical,320412
320413,32,4,chemical,320413
320414,32,4,chemical,320414
320415,32,4,chemical,320415
320416,32,4,chemical,320416
320417,32,4,chemical,320417
320419,32,4,chemical,320419
320420,32,4,chemical,320420
320490,32,4,chemical,320490
320500,32,5,chemical,320500
320611,32,6,rare_earth,320610
320619,32,6,rare_earth,320610
320620,32,6,chemical,320620
320641,32,6,chemical,320641
320642,32,6,chemical,320642
320649,32,6,chemical,320649
320650,32,6,chemical,320650
320710,32,7,chemical,320710
320720,32,7,chemical,320720
320730,32,7,chemical,320730
320740,32,7,chemical,320740
320810,32,8,chemical,320810
320820,32,8,chemical,320820
320890,32,8,chemical,320890
320910,32,9,chemical,320910
320990,32,9,chemical,320990
321000,32,10,chemical,321000
321100,32,11,chemical,321100
321210,32,12,chemical,321210
321290,32,12,chemical,321290
321310,32,13,chemical,321310
321390,32,13,chemical,321390
321410,32,14,chemical,321410
321490,32,14,chemical,321490
321511,32,15,chemical,321511
321519,32,15,chemical,321519
321590,32,15,chemical,321590
330112,33,1,chemical,330112
330113,33,1,chemical,330113
330119,33,1,chemical,330119
330124,33,1,chemical,330124
330125,33,1,chemical,330125
330129,33,1,chemical,330129
330130,33,1,chemical,330130
330190,33,1,chemical,330190
330210,33,2,chemical,330210
330290,33,2,chemical,330290
330300,33,3,chemical,330300
330410,33,4,chemical,330410
330420,33,4,chemical,330420
330430,33,4,chemical,330430
330491,33,4,chemical,330491
330499,33,4,chemical,330499
330510,33,5,chemical,330510
330520,33,5,chemical,330520
330530,33,5,chemical,330530
330590,33,5,chemical,330590
330610,33,6,chemical,330610
330620,33,6,chemical,540241
330690,33,6,chemical,330690
330710,33,7,chemical,330710
330720,33,7,chemical,330720
330730,33,7,chemical,330730
330741,33,7,chemical,330741
330749,33,7,chemical,330749
330790,33,7,chemical,330790
340111,34,1,chemical,340111
340119,34,1,chemical,340119
340120,34,1,chemical,340120
340130,34,1,chemical,340220
340211,34,2,chemical,340211
340212,34,2,chemical,340212
340213,34,2,chemical,340213
340219,34,2,chemical,340219
340220,34,2,chemical,340220
340290,34,2,chemical,340290
340311,34,3,chemical,340311
340319,34,3,chemical,340319
340391,34,3,chemical,340391
340399,34,3,chemical,340399
340420,34,4,chemical,340420
340490,34,4,chemical,340490
340510,34,5,chemical,340510
340520,34,5,chemical,340520
340530,34,5,chemical,340530
340540,34,5,chemical,340540
340590,34,5,chemical,340590
340600,34,6,chemical,340600
340700,34,7,chemical,340700
350110,35,1,chemical,350110
350190,35,1,chemical,350190
350211,35,2,chemical,350210
350219,35,2,chemical,350210
350220,35,2,chemical,350290
350290,35,2,chemical,350290
350300,35,3,chemical,350300
350400,35,4,chemical,350400
350510,35,5,electronics,350510
350520,35,5,electronics,350520
350610,35,6,electronics,350610
350691,35,6,electronics,350691
350699,35,6,electronics,350699
350710,35,7,electronics,350710
350790,35,7,electronics,350790
360100,36,1,electronics,360100
360200,36,2,electronics,360200
360300,36,3,electronics,360300
360410,36,4,electronics,360410
360490,36,4,electronics,360490
360500,36,5,electronics,360500
360610,36,6,electronics,360610
360690,36,6,rare_earth,360690
370110,37,1,electronics,370110
370120,37,1,electronics,370120
370130,37,1,electronics,370130
370191,37,1,electronics,370191
370199,37,1,electronics,370199
370210,37,2,electronics,370210
370231,37,2,electronics,370231
370232,37,2,electronics,370232
370239,37,2,electronics,370239
370241,37,2,electronics,370241
370242,37,2,electronics,370242
370243,37,2,electronics,370243
370244,37,2,electronics,370244
370252,37,2,electronics,370252
370253,37,2,electronics,370253
370254,37,2,electronics,370254
370255,37,2,electronics,370255
370256,37,2,electronics,370256
370296,37,2,electronics,370293
370297,37,2,electronics,370294
370298,37,2,electronics,370295
370310,37,3,electronics,370310
370320,37,3,electronics,370320
370390,37,3,electronics,370390
370400,37,4,electronics,370400
370500,37,5,electronics,370590
370610,37,6,electronics,370610
370690,37,6,electronics,370690
370710,37,7,electronics,370710
370790,37,7,electronics,370790
380110,38,1,electronics,380110
380120,38,1,electronics,380120
380130,38,1,electronics,380130
380190,38,1,electronics,380190
380210,38,2,electronics,380210
380290,38,2,electronics,380290
380300,38,3,electronics,380300
380400,38,4,electronics,380400
380510,38,5,electronics,380510
380590,38,5,electronics,380590
380610,38,6,electronics,380610
380620,38,6,electronics,380620
380630,38,6,electronics,380630
380690,38,6,electronics,380690
380700,38,7,electronics,380700
380852,38,8,electronics,380890
380859,38,8,electronics,380890
380861,38,8,electronics,380810
380862,38,8,electronics,380810
380869,38,8,electronics,380810
380891,38,8,electronics,380810
380892,38,8,electronics,380820
380893,38,8,electronics,380830
380894,38,8,electronics,380840
380899,38,8,electronics,380890
380910,38,9,electronics,380910
380991,38,9,electronics,380991
380992,38,9,electronics,380992
380993,38,9,electronics,380993
381010,38,10,electronics,381010
381090,38,10,electronics,381090
381111,38,11,electronics,381111
381119,38,11,electronics,381119
381121,38,11,electronics,381121
381129,38,11,electronics,381129
381190,38,11,electronics,381190
381210,38,12,electronics,381210
381220,38,12,electronics,381220
381231,38,12,electronics,381230
381239,38,12,electronics,381230
381300,38,13,electronics,381300
381400,38,14,electronics,381400
381511,38,15,electronics,381511
381512,38,15,electronics,381512
381519,38,15,electronics,381519
381590,38,15,electronics,381590
381600,38,16,electronics,381600
381700,38,17,electronics,381710
381800,38,18,electronics,381800
381900,38,19,electronics,381900
382000,38,20,electronics,382000
382100,38,21,electronics,382100
382200,38,22,electronics,382200
382311,38,23,chemical,151911
382312,38,23,chemical,151912
382313,38,23,chemical,151913
382319,38,23,chemical,151919
382370,38,23,chemical,151930
382410,38,24,chemical,382310
382430,38,24,chemical,382330
382440,38,24,chemical,382340
382450,38,24,chemical,382350
382460,38,24,chemical,382360
382471,38,24,chemical,382390
382472,38,24,chemical,382390
382473,38,24,chemical,382390
382474,38,24,chemical,382390
382475,38,24,chemical,382390
382476,38,24,chemical,382390
382477,38,24,chemical,382390
382478,38,24,chemical,382390
382479,38,24,chemical,382390
382481,38,24,chemical,382390
382482,38,24,chemical,382390
382483,38,24,chemical,382390
382484,38,24,chemical,382390
382485,38,24,chemical,382390
382486,38,24,chemical,382390
382487,38,24,chemical,382390
382488,38,24,chemical,382390
382491,38,24,chemical,382390
382499,38,24,chemical,382390
382510,38,25,chemical,382390
382520,38,25,chemical,382390
382530,38,25,chemical,382390
382541,38,25,chemical,382390
382549,38,25,chemical,382390
382550,38,25,chemical,382390
382561,38,25,chemical,382390
382569,38,25,chemical,382390
382590,38,25,chemical,382390
382600,38,26,chemical,382390
390110,39,1,chemical,390110
390120,39,1,chemical,390120
390130,39,1,chemical,390130
390140,39,1,chemical,390190
390190,39,1,chemical,390190
390210,39,2,chemical,390210
390220,39,2,chemical,390220
390230,39,2,chemical,390230
390290,39,2,chemical,390290
390311,39,3,chemical,390311
390319,39,3,chemical,390319
390320,39,3,chemical,390320
390330,39,3,chemical,390330
390390,39,3,chemical,390390
390410,39,4,chemical,390410
390421,39,4,chemical,390421
390422,39,4,chemical,390422
390430,39,4,chemical,390430
390440,39,4,chemical,390440
390450,39,4,chemical,390450
390461,39,4,chemical,390461
390469,39,4,chemical,390469
390490,39,4,chemical,390490
390512,39,5,chemical,390511
390519,39,5,chemical,390519
390521,39,5,chemical,390511
390529,39,5,chemical,390519
390530,39,5,chemical,390520
390591,39,5,chemical,390590
390599,39,5,chemical,390590
390610,39,6,chemical,390610
390690,39,6,chemical,390690
390710,39,7,chemical,390710
390720,39,7,chemical,390720
390730,39,7,chemical,390730
390740,39,7,chemical,390740
390750,39,7,chemical,390750
390761,39,7,chemical,390760
390769,39,7,chemical,390760
390770,39,7,chemical,390799
390791,39,7,chemical,390791
390799,39,7,chemical,390799
390810,39,8,chemical,390810
390890,39,8,chemical,390890
390910,39,9,chemical,390910
390920,39,9,chemical,390920
390931,39,9,chemical,390930
390939,39,9,chemical,390930
390940,39,9,chemical,390940
390950,39,9,chemical,390950
391000,39,10,chemical,391000
391110,39,11,chemical,391110
391190,39,11,chemical,391190
391211,39,12,chemical,391211
391212,39,12,chemical,391212
391220,39,12,chemical,391220
391231,39,12,chemical,391231
391239,39,12,chemical,391239
391290,39,12,chemical,391290
391310,39,13,chemical,391310
391390,39,13,chemical,391390
391400,39,14,chemical,391400
391510,39,15,chemical,391510
391520,39,15,chemical,391520
391530,39,15,chemical,391530
391590,39,15,chemical,391590
391610,39,16,chemical,391610
391620,39,16,chemical,391620
391690,39,16,chemical,391690
391710,39,17,chemical,391710
391721,39,17,chemical,391721
391722,39,17,chemical,391722
391723,39,17,chemical,391723
391729,39,17,chemical,391729
391731,39,17,chemical,391731
391732,39,17,chemical,391732
391733,39,17,chemical,391733
391739,39,17,chemical,391739
391740,39,17,chemical,391740
391810,39,18,chemical,391810
391890,39,18,chemical,391890
391910,39,19,chemical,391910
391990,39,19,chemical,391990
392010,39,20,chemical,392010
392020,39,20,chemical,392020
392030,39,20,chemical,392030
392043,39,20,chemical,392042
392049,39,20,chemical,392042
392051,39,20,chemical,392051
392059,39,20,chemical,392059
392061,39,20,chemical,392061
392062,39,20,chemical,392062
392063,39,20,chemical,392063
392069,39,20,chemical,392069
392071,39,20,chemical,392071
392073,39,20,chemical,392073
392079,39,20,chemical,392079
392091,39,20,chemical,392091
392092,39,20,chemical,392092
392093,39,20,chemical,392093
392094,39,20,chemical,392094
392099,39,20,chemical,392099
392111,39,21,chemical,392111
392112,39,21,chemical,392112
392113,39,21,chemical,392113
392114,39,21,chemical,392114
392119,39,21,chemical,392119
392190,39,21,chemical,392190
392210,39,22,chemical,392210
392220,39,22,chemical,392220
392290,39,22,chemical,392290
392310,39,23,chemical,392310
392321,39,23,chemical,392321
392329,39,23,chemical,392329
392330,39,23,chemical,392330
392340,39,23,chemical,392340
392350,39,23,chemical,392350
392390,39,23,chemical,392390
392410,39,24,chemical,392410
392490,39,24,chemical,392490
392510,39,25,chemical,392510
392520,39,25,chemical,392520
392530,39,25,chemical,392530
392590,39,25,chemical,392590
392610,39,26,chemical,392610
