hs17,group,subgroup,ship type,hs92
392620,39,26,chemical,392620
392630,39,26,chemical,392630
392640,39,26,chemical,392640
392690,39,26,chemical,392690
400110,40,1,rare_earth,400110
400121,40,1,chemical,400121
400122,40,1,rare_earth,400122
400129,40,1,rare_earth,400129
400130,40,1,chemical,400130
400211,40,2,chemical,400211
400219,40,2,chemical,400219
400220,40,2,chemical,400220
400231,40,2,chemical,400231
400239,40,2,chemical,400239
400241,40,2,chemical,400241
400249,40,2,chemical,400249
400251,40,2,chemical,400251
400259,40,2,chemical,400259
400260,40,2,chemical,400260
400270,40,2,chemical,400270
400280,40,2,chemical,400280
400291,40,2,chemical,400291
400299,40,2,chemical,400299
400300,40,3,chemical,400300
400400,40,4,chemical,400400
400510,40,5,chemical,400510
400520,40,5,chemical,400520
400591,40,5,chemical,400591
400599,40,5,chemical,400599
400610,40,6,chemical,400610
400690,40,6,chemical,400690
400700,40,7,chemical,400700
400811,40,8,chemical,400811
400819,40,8,chemical,400819
400821,40,8,chemical,400821
400829,40,8,chemical,400829
400911,40,9,chemical,400910
400912,40,9,chemical,400950
400921,40,9,chemical,400920
400922,40,9,chemical,400950
400931,40,9,chemical,400930
400932,40,9,chemical,400950
400941,40,9,chemical,400940
400942,40,9,chemical,400950
401011,40,10,chemical,401099
401012,40,10,chemical,401099
401019,40,10,chemical,401099
401031,40,10,chemical,401010
401032,40,10,chemical,401010
401033,40,10,chemical,401010
401034,40,10,chemical,401010
401035,40,10,chemical,401099
401036,40,10,chemical,401099
401039,40,10,chemical,401099
401110,40,11,chemical,401110
401120,40,11,chemical,401120
401130,40,11,chemical,401130
401140,40,11,chemical,401140
401150,40,11,chemical,401150
401170,40,11,chemical,401191
401180,40,11,chemical,401199
401190,40,11,chemical,401199
401211,40,12,chemical,401210
401212,40,12,chemical,401210
401213,40,12,chemical,401210
401219,40,12,chemical,401210
401220,40,12,chemical,401220
401290,40,12,chemical,401290
401310,40,13,chemical,401310
401320,40,13,chemical,401320
401390,40,13,chemical,401390
401410,40,14,chemical,401410
401490,40,14,chemical,401490
401511,40,15,chemical,401511
401519,40,15,chemical,401519
401590,40,15,chemical,401590
401610,40,16,chemical,401610
401691,40,16,chemical,401691
401692,40,16,chemical,401692
401693,40,16,chemical,401693
401694,40,16,chemical,401694
401695,40,16,chemical,401695
401699,40,16,chemical,401699
401700,40,17,chemical,401700
410120,41,1,chemical,410422
410150,41,1,chemical,410422
410190,41,1,chemical,410129
410210,41,2,chemical,410210
410221,41,2,chemical,410221
410229,41,2,chemical,410229
410320,41,3,chemical,410320
410330,41,3,chemical,410710
410390,41,3,chemical,410390
410411,41,4,chemical,410422
410419,41,4,chemical,410422
410441,41,4,chemical,410431
410449,41,4,chemical,410439
410510,41,5,chemical,410519
410530,41,5,chemical,410520
410621,41,6,chemical,410619
410622,41,6,chemical,410620
410631,41,6,chemical,410710
410632,41,6,chemical,410710
410640,41,6,chemical,410729
410691,41,6,chemical,410790
410692,41,6,chemical,410790
410711,41,7,chemical,410431
410712,41,7,chemical,410431
410719,41,7,chemical,410439
410791,41,7,chemical,410431
410792,41,7,chemical,410431
410799,41,7,chemical,410439
411200,41,12,chemical,410520
411310,41,13,chemical,410620
411320,41,13,chemical,410710
411330,41,13,chemical,410729
411390,41,13,chemical,410790
411410,41,14,chemical,410800
411420,41,14,chemical,410900
411510,41,15,chemical,411100
411520,41,15,chemical,411000
420100,42,1,chemical,420100
420211,42,2,chemical,420211
420212,42,2,chemical,420212
420219,42,2,chemical,420219
420221,42,2,chemical,420221
420222,42,2,chemical,420222
420229,42,2,chemical,420229
420231,42,2,chemical,420231
420232,42,2,chemical,420232
420239,42,2,chemical,420239
420291,42,2,chemical,420291
420292,42,2,chemical,420292
420299,42,2,chemical,420299
420310,42,3,textiles,420310
420321,42,3,textiles,420321
420329,42,3,textiles,420329
420330,42,3,textiles,420330
420340,42,3,textiles,420340
420500,42,5,textiles,420500
420600,42,6,textiles,420610
430110,43,1,energy_carriers,430110
430130,43,1,energy_carriers,430130
430160,43,1,energy_carriers,430160
430180,43,1,energy_carriers,430180
430190,43,1,energy_carriers,430190
430211,43,2,energy_carriers,430211
430219,43,2,energy_carriers,430219
430220,43,2,energy_carriers,430220
430230,43,2,energy_carriers,430230
430310,43,3,energy_carriers,430310
430390,43,3,energy_carriers,430390
430400,43,4,energy_carriers,430400
440111,44,1,energy_carriers,440110
440112,44,1,energy_carriers,440110
440121,44,1,energy_carriers,440121
440122,44,1,energy_carriers,440122
440131,44,1,energy_carriers,440130
440139,44,1,energy_carriers,440130
440140,44,1,energy_carriers,440130
440210,44,2,commodities,440200
440290,44,2,commodities,440200
440311,44,3,commodities,440310
440312,44,3,commodities,440310
440321,44,3,commodities,440320
440322,44,3,commodities,440320
440323,44,3,commodities,440320
440324,44,3,commodities,440320
440325,44,3,commodities,440320
440326,44,3,commodities,440320
440341,44,3,commodities,440331
440349,44,3,commodities,440333
440391,44,3,commodities,440391
440393,44,3,commodities,440392
440394,44,3,commodities,440392
440395,44,3,commodities,440399
440396,44,3,commodities,440399
440397,44,3,commodities,440399
440398,44,3,commodities,440399
440399,44,3,commodities,440399
440410,44,4,commodities,440410
440420,44,4,commodities,440420
440500,44,5,commodities,440500
440611,44,6,commodities,440610
440612,44,6,commodities,440610
440691,44,6,commodities,440690
440692,44,6,commodities,440690
440711,44,7,commodities,440710
440712,44,7,commodities,440710
440719,44,7,commodities,440710
440721,44,7,commodities,440723
440722,44,7,commodities,440723
440725,44,7,commodities,440721
440726,44,7,commodities,440721
440727,44,7,commodities,440799
440728,44,7,commodities,440799
440729,44,7,commodities,440799
440791,44,7,commodities,440791
440792,44,7,commodities,440792
440793,44,7,commodities,440799
440794,44,7,commodities,440799
440795,44,7,commodities,440799
440796,44,7,commodities,440799
440797,44,7,commodities,440799
440799,44,7,commodities,440799
440810,44,8,commodities,440810
440831,44,8,commodities,440890
440839,44,8,commodities,440890
440890,44,8,commodities,440890
440910,44,9,commodities,440910
440921,44,9,commodities,440920
440922,44,9,commodities,440920
440929,44,9,commodities,440920
441011,44,10,commodities,441010
441012,44,10,commodities,441010
441019,44,10,commodities,441010
441090,44,10,commodities,441090
441112,44,11,energy_carriers,441119
441113,44,11,energy_carriers,441119
441114,44,11,energy_carriers,441119
441192,44,11,commodities,441119
441193,44,11,commodities,441121
441194,44,11,commodities,441199
441210,44,12,commodities,441299
441231,44,12,commodities,441211
441233,44,12,commodities,441212
441234,44,12,commodities,441212
441239,44,12,commodities,441219
441294,44,12,commodities,441299
441299,44,12,commodities,441299
441300,44,13,commodities,441300
441400,44,14,commodities,441400
441510,44,15,commodities,441510
441520,44,15,commodities,441520
441600,44,16,commodities,441600
441700,44,17,commodities,441700
441810,44,18,commodities,441810
441820,44,18,commodities,441820
441840,44,18,commodities,441840
441850,44,18,commodities,441850
441860,44,18,commodities,441890
441873,44,18,commodities,441890
441874,44,18,commodities,441830
441875,44,18,commodities,441890
441879,44,18,commodities,441890
441891,44,18,commodities,441890
441899,44,18,commodities,441890
441911,44,19,commodities,441900
441912,44,19,commodities,441900
441919,44,19,commodities,441900
441990,44,19,commodities,441900
442010,44,20,commodities,442010
442090,44,20,commodities,442090
442110,44,21,commodities,442110
442191,44,21,commodities,442190
442199,44,21,commodities,442190
450110,45,1,energy_carriers,450110
450190,45,1,energy_carriers,450190
450200,45,2,energy_carriers,450200
450310,45,3,energy_carriers,450310
450390,45,3,energy_carriers,450390
450410,45,4,energy_carriers,450410
450490,45,4,energy_carriers,450490
460121,46,1,energy_carriers,460120
460122,46,1,energy_carriers,460120
460129,46,1,energy_carriers,460120
460192,46,1,energy_carriers,460191
460193,46,1,energy_carriers,460191
460194,46,1,energy_carriers,460191
460199,46,1,energy_carriers,460199
460211,46,2,energy_carriers,460210
460212,46,2,energy_carriers,460210
460219,46,2,energy_carriers,460210
460290,46,2,energy_carriers,460290
470100,47,1,commodities,470100
470200,47,2,commodities,470200
470311,47,3,commodities,470311
470319,47,3,commodities,470319
470321,47,3,commodities,470321
470329,47,3,commodities,470329
470411,47,4,commodities,470411
470419,47,4,commodities,470419
470421,47,4,commodities,470421
470429,47,4,commodities,470429
470500,47,5,commodities,470500
470610,47,6,energy_carriers,470610
470620,47,6,energy_carriers,470692
470630,47,6,energy_carriers,470692
470691,47,6,energy_carriers,470691
470692,47,6,energy_carriers,470692
470693,47,6,energy_carriers,470693
470710,47,7,energy_carriers,470710
470720,47,7,energy_carriers,470720
470730,47,7,energy_carriers,470730
470790,47,7,energy_carriers,470790
480100,48,1,energy_carriers,480100
480210,48,2,energy_carriers,480210
480220,48,2,energy_carriers,480220
480240,48,2,energy_carriers,480240
480254,48,2,energy_carriers,482359
480255,48,2,energy_carriers,480252
480256,48,2,energy_carriers,480252
480257,48,2,energy_carriers,480252
480258,48,2,energy_carriers,482359
480261,48,2,energy_carriers,480100
480262,48,2,energy_carriers,480100
480269,48,2,energy_carriers,480100
480300,48,3,energy_carriers,480300
480411,48,4,energy_carriers,480411
480419,48,4,energy_carriers,480419
480421,48,4,energy_carriers,480421
480429,48,4,energy_carriers,480429
480431,48,4,energy_carriers,480431
480439,48,4,energy_carriers,480439
480441,48,4,energy_carriers,480441
480442,48,4,commodities,480442
480449,48,4,energy_carriers,480449
480451,48,4,energy_carriers,480451
480452,48,4,commodities,480452
480459,48,4,energy_carriers,480459
480511,48,5,energy_carriers,480510
480512,48,5,energy_carriers,480560
480519,48,5,energy_carriers,480560
480524,48,5,energy_carriers,480560
480525,48,5,energy_carriers,480580
480530,48,5,energy_carriers,480530
480540,48,5,energy_carriers,480540
480550,48,5,energy_carriers,480550
480591,48,5,energy_carriers,480560
480592,48,5,energy_carriers,480522
480593,48,5,energy_carriers,480580
480610,48,6,energy_carriers,480610
480620,48,6,energy_carriers,480620
480630,48,6,energy_carriers,480630
480640,48,6,energy_carriers,480640
480700,48,7,energy_carriers,480799
480810,48,8,energy_carriers,480810
480840,48,8,energy_carriers,480830
480890,48,8,energy_carriers,480890
480920,48,9,energy_carriers,480920
480990,48,9,energy_carriers,480990
481013,48,10,energy_carriers,481011
481014,48,10,energy_carriers,481011
481019,48,10,energy_carriers,481011
481022,48,10,energy_carriers,481021
481029,48,10,energy_carriers,481029
481031,48,10,commodities,481031
481032,48,10,commodities,481032
481039,48,10,energy_carriers,481039
481092,48,10,energy_carriers,481091
481099,48,10,energy_carriers,481099
481110,48,11,energy_carriers,481110
481141,48,11,energy_carriers,481121
481149,48,11,energy_carriers,481129
481151,48,11,energy_carriers,481131
481159,48,11,energy_carriers,481139
481160,48,11,energy_carriers,481140
481190,48,11,energy_carriers,481190
481200,48,12,energy_carriers,481200
481310,48,13,energy_carriers,481310
481320,48,13,energy_carriers,481320
481390,48,13,energy_carriers,481390
481420,48,14,energy_carriers,481420
481490,48,14,energy_carriers,481490
481620,48,16,energy_carriers,481620
481690,48,16,energy_carriers,481690
481710,48,17,energy_carriers,481710
481720,48,17,energy_carriers,481720
481730,48,17,energy_carriers,481730
481810,48,18,energy_carriers,481810
481820,48,18,energy_carriers,481820
481830,48,18,energy_carriers,481830
481850,48,18,energy_carriers,481850
481890,48,18,energy_carriers,481890
481910,48,19,energy_carriers,481910
481920,48,19,energy_carriers,481920
481930,48,19,energy_carriers,481930
481940,48,19,energy_carriers,481940
481950,48,19,energy_carriers,481950
481960,48,19,energy_carriers,481960
482010,48,20,energy_carriers,482010
482020,48,20,energy_carriers,482020
482030,48,20,energy_carriers,482030
482040,48,20,energy_carriers,482040
482050,48,20,energy_carriers,482050
482090,48,20,energy_carriers,482090
482110,48,21,energy_carriers,482110
482190,48,21,energy_carriers,482190
482210,48,22,energy_carriers,482210
482290,48,22,energy_carriers,482290
482320,48,23,energy_carriers,482320
482340,48,23,energy_carriers,482340
482361,48,23,energy_carriers,482360
482369,48,23,energy_carriers,482360
482370,48,23,energy_carriers,482370
482390,48,23,energy_carriers,482390
490110,49,1,textiles,490110
490191,49,1,textiles,490191
490199,49,1,textiles,490199
490210,49,2,textiles,490210
490290,49,2,textiles,490290
490300,49,3,textiles,490300
490400,49,4,textiles,490400
490510,49,5,textiles,490510
490591,49,5,textiles,490591
490599,49,5,textiles,490599
490600,49,6,textiles,490600
490700,49,7,textiles,490700
490810,49,8,textiles,490810
490890,49,8,textiles,490890
490900,49,9,textiles,490900
491000,49,10,textiles,491000
491110,49,11,textiles,491110
491191,49,11,textiles,491191
491199,49,11,textiles,491199
500100,50,1,textiles,500100
500200,50,2,textiles,500200
500300,50,3,textiles,500390
500400,50,4,textiles,500400
500500,50,5,textiles,500500
500600,50,6,textiles,500600
500710,50,7,textiles,500710
500720,50,7,textiles,500720
500790,50,7,textiles,500790
510111,51,1,textiles,510111
510119,51,1,textiles,510119
510121,51,1,textiles,510121
510129,51,1,textiles,510129
510130,51,1,textiles,510130
510211,51,2,textiles,510210
510219,51,2,textiles,510210
510220,51,2,textiles,510220
510310,51,3,textiles,510310
510320,51,3,textiles,510320
510330,51,3,textiles,510330
510400,51,4,textiles,510400
510510,51,5,textiles,510510
510521,51,5,textiles,510521
510529,51,5,textiles,510529
510531,51,5,textiles,510530
510539,51,5,textiles,510530
510540,51,5,textiles,510540
510610,51,6,textiles,510610
510620,51,6,textiles,510620
510710,51,7,textiles,510710
510720,51,7,textiles,510720
510810,51,8,textiles,510810
510820,51,8,textiles,510820
510910,51,9,textiles,510910
510990,51,9,textiles,510990
511000,51,10,textiles,511000
511111,51,11,textiles,511111
511119,51,11,textiles,511119
511120,51,11,textiles,511120
511130,51,11,textiles,511130
511190,51,11,textiles,511190
511211,51,12,textiles,511211
511219,51,12,textiles,511219
511220,51,12,textiles,511220
511230,51,12,textiles,511230
511290,51,12,textiles,511290
511300,51,13,textiles,511300
520100,52,1,textiles,520100
520210,52,2,textiles,520210
520291,52,2,textiles,520291
520299,52,2,textiles,520299
520300,52,3,textiles,520300
520411,52,4,textiles,520411
520419,52,4,textiles,520419
520420,52,4,textiles,520420
520511,52,5,textiles,520511
520512,52,5,textiles,520512
520513,52,5,textiles,520513
520514,52,5,textiles,520514
520515,52,5,textiles,520515
520521,52,5,textiles,520521
520522,52,5,textiles,520522
520523,52,5,textiles,520523
520524,52,5,textiles,520524
520526,52,5,textiles,520525
520527,52,5,textiles,520525
520528,52,5,textiles,520525
520531,52,5,textiles,520531
520532,52,5,textiles,520532
520533,52,5,textiles,520533
520534,52,5,textiles,520534
520535,52,5,textiles,520535
520541,52,5,textiles,520541
520542,52,5,textiles,520542
520543,52,5,textiles,520543
520544,52,5,textiles,520544
520546,52,5,textiles,520545
520547,52,5,textiles,520545
520548,52,5,textiles,520545
520611,52,6,textiles,520611
520612,52,6,textiles,520612
520613,52,6,textiles,520613
520614,52,6,textiles,520614
520615,52,6,textiles,520615
520621,52,6,textiles,520621
520622,52,6,textiles,520622
520623,52,6,textiles,520623
520624,52,6,textiles,520624
520625,52,6,textiles,520625
520631,52,6,textiles,520631
520632,52,6,textiles,520632
520633,52,6,textiles,520633
520634,52,6,textiles,520634
520635,52,6,textiles,520635
520641,52,6,textiles,520641
520642,52,6,textiles,520642
520643,52,6,textiles,520643
520644,52,6,textiles,520644
520645,52,6,textiles,520645
520710,52,7,textiles,520710
520790,52,7,textiles,520790
520811,52,8,textiles,520811
520812,52,8,textiles,520812
520813,52,8,textiles,520813
520819,52,8,textiles,520819
520821,52,8,textiles,520821
520822,52,8,textiles,520822
520823,52,8,textiles,520823
520829,52,8,textiles,520829
520831,52,8,textiles,520831
520832,52,8,textiles,520832
520833,52,8,textiles,520833
520839,52,8,textiles,520839
520841,52,8,textiles,520841
520842,52,8,textiles,520842
520843,52,8,textiles,520843
520849,52,8,textiles,520849
520851,52,8,textiles,520851
520852,52,8,textiles,520852
520859,52,8,textiles,520859
520911,52,9,textiles,520911
520912,52,9,textiles,520912
520919,52,9,textiles,520919
520921,52,9,textiles,520921
520922,52,9,textiles,520922
520929,52,9,textiles,520929
520931,52,9,textiles,520931
520932,52,9,textiles,520932
520939,52,9,textiles,520939
520941,52,9,textiles,520941
520942,52,9,textiles,520942
520943,52,9,textiles,520943
520949,52,9,textiles,520949
520951,52,9,textiles,520951
520952,52,9,textiles,520952
520959,52,9,textiles,520959
521011,52,10,textiles,521011
521019,52,10,textiles,521019
521021,52,10,textiles,521021
521029,52,10,textiles,521029
521031,52,10,textiles,521031
521032,52,10,textiles,521032
521039,52,10,textiles,521039
521041,52,10,textiles,521041
521049,52,10,textiles,521049
521051,52,10,textiles,521051
521059,52,10,textiles,521059
521111,52,11,textiles,521111
521112,52,11,textiles,521112
521119,52,11,textiles,521119
521120,52,11,textiles,521129
521131,52,11,textiles,521131
521132,52,11,textiles,521132
521139,52,11,textiles,521139
521141,52,11,textiles,521141
521142,52,11,textiles,521142
521143,52,11,textiles,521143
521149,52,11,textiles,521149
521151,52,11,textiles,521151
521152,52,11,textiles,521152
521159,52,11,textiles,521159
521211,52,12,textiles,521211
521212,52,12,textiles,521212
521213,52,12,textiles,521213
521214,52,12,textiles,521214
521215,52,12,textiles,521215
521221,52,12,textiles,521221
521222,52,12,textiles,521222
521223,52,12,textiles,521223
521224,52,12,textiles,521224
521225,52,12,textiles,521225
530110,53,1,textiles,530110
530121,53,1,textiles,530121
530129,53,1,textiles,530129
530130,53,1,textiles,530130
530210,53,2,textiles,530210
530290,53,2,textiles,530290
530310,53,3,textiles,530310
530390,53,3,textiles,530390
530500,53,5,textiles,530599
530610,53,6,textiles,530610
530620,53,6,textiles,530620
530710,53,7,textiles,530710
530720,53,7,textiles,530720
530810,53,8,textiles,530810
530820,53,8,textiles,530820
530890,53,8,textiles,530890
530911,53,9,textiles,530911
530919,53,9,textiles,530919
530921,53,9,textiles,530921
530929,53,9,textiles,530929
531010,53,10,textiles,531010
531090,53,10,textiles,531090
531100,53,11,textiles,531100
540110,54,1,textiles,540110
540120,54,1,textiles,540120
540211,54,2,textiles,540210
540219,54,2,textiles,540210
540220,54,2,textiles,540220
540231,54,2,textiles,540231
540232,54,2,textiles,540232
540233,54,2,textiles,540233
540234,54,2,textiles,540239
540239,54,2,textiles,540239
540244,54,2,textiles,540241
540245,54,2,textiles,540241
540246,54,2,textiles,540242
540247,54,2,textiles,540243
540248,54,2,textiles,540249
540249,54,2,textiles,540249
540251,54,2,textiles,540251
540252,54,2,textiles,540252
540253,54,2,textiles,540259
540259,54,2,textiles,540259
540261,54,2,textiles,540261
540262,54,2,textiles,540262
540263,54,2,textiles,540269
540269,54,2,textiles,540269
540310,54,3,textiles,540310
540331,54,3,textiles,540331
540332,54,3,textiles,540332
540333,54,3,textiles,540333
540339,54,3,textiles,540339
540341,54,3,textiles,540341
540342,54,3,textiles,540342
540349,54,3,textiles,540349
540411,54,4,textiles,540410
540412,54,4,textiles,540410
540419,54,4,textiles,540410
540490,54,4,textiles,540490
540500,54,5,textiles,540500
540600,54,6,textiles,540610
540710,54,7,textiles,540710
540720,54,7,textiles,540720
540730,54,7,textiles,540730
540741,54,7,textiles,540741
540742,54,7,textiles,540742
540743,54,7,textiles,540743
540744,54,7,textiles,540744
540751,54,7,textiles,540751
540752,54,7,textiles,540752
540753,54,7,textiles,540753
540754,54,7,textiles,540754
540761,54,7,textiles,540760
540769,54,7,textiles,540772
540771,54,7,textiles,540771
540772,54,7,textiles,540772
540773,54,7,textiles,540773
540774,54,7,textiles,540774
540781,54,7,textiles,540781
540782,54,7,textiles,540782
540783,54,7,textiles,540783
540784,54,7,textiles,540784
540791,54,7,textiles,540791
540792,54,7,textiles,540792
540793,54,7,textiles,540793
540794,54,7,textiles,540794
540810,54,8,textiles,540810
540821,54,8,textiles,540821
540822,54,8,textiles,540822
540823,54,8,textiles,540823
540824,54,8,textiles,540824
540831,54,8,textiles,540831
540832,54,8,textiles,540832
540833,54,8,textiles,540833
540834,54,8,textiles,540834
550110,55,1,textiles,550110
550120,55,1,textiles,550120
550130,55,1,textiles,550130
550140,55,1,textiles,550190
550190,55,1,textiles,550190
550210,55,2,textiles,550200
550290,55,2,textiles,550200
550311,55,3,textiles,550310
550319,55,3,textiles,550310
550320,55,3,textiles,550320
550330,55,3,textiles,550330
550340,55,3,textiles,550340
550390,55,3,textiles,550390
550410,55,4,textiles,550410
550490,55,4,textiles,550490
550510,55,5,textiles,550510
550520,55,5,textiles,550520
550610,55,6,textiles,550610
550620,55,6,textiles,550620
550630,55,6,textiles,550630
550640,55,6,textiles,550690
550690,55,6,textiles,550690
550700,55,7,textiles,550700
550810,55,8,textiles,550810
550820,55,8,textiles,550820
550911,55,9,textiles,550911
550912,55,9,textiles,550912
550921,55,9,textiles,550921
550922,55,9,textiles,550922
550931,55,9,textiles,550931
550932,55,9,textiles,550932
550941,55,9,textiles,550941
550942,55,9,textiles,550942
550951,55,9,textiles,550951
550952,55,9,textiles,550952
550953,55,9,textiles,550953
550959,55,9,textiles,550959
550961,55,9,textiles,550961
550962,55,9,textiles,550962
550969,55,9,textiles,550969
550991,55,9,textiles,550991
550992,55,9,textiles,550992
550999,55,9,textiles,550999
551011,55,10,textiles,551011
551012,55,10,textiles,551012
551020,55,10,textiles,551020
551030,55,10,textiles,551030
551090,55,10,textiles,551090
551110,55,11,textiles,551110
551120,55,11,textiles,551120
551130,55,11,textiles,551130
551211,55,12,textiles,551211
551219,55,12,textiles,551219
551221,55,12,textiles,551221
551229,55,12,textiles,551229
551291,55,12,textiles,551291
551299,55,12,textiles,551299
551311,55,13,textiles,551311
551312,55,13,textiles,551312
551313,55,13,textiles,551313
551319,55,13,textiles,551319
551321,55,13,textiles,551321
551323,55,13,textiles,551323
551329,55,13,textiles,551329
551331,55,13,textiles,551331
551339,55,13,textiles,551339
551341,55,13,textiles,551341
551349,55,13,textiles,551349
551411,55,14,textiles,551411
551412,55,14,textiles,551412
551419,55,14,textiles,551419
551421,55,14,textiles,551421
551422,55,14,textiles,551422
551423,55,14,textiles,551423
551429,55,14,textiles,551429
551430,55,14,textiles,551433
551441,55,14,textiles,551441
551442,55,14,textiles,551442
551443,55,14,textiles,551443
551449,55,14,textiles,551449
551511,55,15,textiles,551511
551512,55,15,textiles,551512
551513,55,15,textiles,551513
551519,55,15,textiles,551519
551521,55,15,textiles,551521
551522,55,15,textiles,551522
551529,55,15,textiles,551529
551591,55,15,textiles,551591
551599,55,15,textiles,551599
551611,55,16,textiles,551611
551612,55,16,textiles,551612
551613,55,16,textiles,551613
551614,55,16,textiles,551614
551621,55,16,textiles,551621
551622,55,16,textiles,551622
551623,55,16,textiles,551623
551624,55,16,textiles,551624
551631,55,16,textiles,551631
551632,55,16,textiles,551632
551633,55,16,textiles,551633
551634,55,16,textiles,551634
551641,55,16,textiles,551641
551642,55,16,textiles,551642
551643,55,16,textiles,551643
551644,55,16,textiles,551644
551691,55,16,textiles,551691
551692,55,16,textiles,551692
551693,55,16,textiles,551693
551694,55,16,textiles,551694
560121,56,1,textiles,560121
560122,56,1,textiles,560122
560129,56,1,textiles,560129
560130,56,1,textiles,560130
560210,56,2,textiles,560210
560221,56,2,textiles,560221
560229,56,2,textiles,560229
560290,56,2,textiles,560290
560311,56,3,textiles,560300
560312,56,3,textiles,560300
560313,56,3,textiles,560300
560314,56,3,textiles,560300
560391,56,3,textiles,560300
560392,56,3,textiles,560300
560393,56,3,textiles,560300
560394,56,3,textiles,560300
560410,56,4,textiles,560410
560490,56,4,textiles,560490
560500,56,5,textiles,560500
560600,56,6,textiles,560600
560721,56,7,textiles,560721
560729,56,7,textiles,560729
560741,56,7,textiles,560741
560749,56,7,textiles,560749
560750,56,7,textiles,560750
560790,56,7,textiles,560790
560811,56,8,textiles,560811
560819,56,8,textiles,560819
560890,56,8,textiles,560890
560900,56,9,textiles,560900
570110,57,1,textiles,570110
570190,57,1,textiles,570190
570210,57,2,textiles,570210
570220,57,2,textiles,570220
570231,57,2,textiles,570231
570232,57,2,textiles,570232
570239,57,2,textiles,570239
570241,57,2,textiles,570241
570242,57,2,textiles,570242
570249,57,2,textiles,570249
570250,57,2,textiles,570259
570291,57,2,textiles,570291
570292,57,2,textiles,570292
570299,57,2,textiles,570299
570310,57,3,textiles,570310
570320,57,3,textiles,570320
570330,57,3,textiles,570330
570390,57,3,textiles,570390
570410,57,4,textiles,570410
570420,57,4,textiles,570490
570490,57,4,textiles,570490
570500,57,5,textiles,570500
580110,58,1,textiles,580110
580121,58,1,textiles,580121
580122,58,1,textiles,580122
580123,58,1,textiles,580123
580126,58,1,textiles,580126
580127,58,1,textiles,580125
580131,58,1,textiles,580131
580132,58,1,textiles,580132
580133,58,1,textiles,580133
580136,58,1,textiles,580136
580137,58,1,textiles,580135
580190,58,1,textiles,580190
580211,58,2,textiles,580211
580219,58,2,textiles,580219
580220,58,2,textiles,580220
580230,58,2,textiles,580230
580300,58,3,textiles,580390
580410,58,4,textiles,580410
580421,58,4,textiles,580421
580429,58,4,textiles,580429
580430,58,4,textiles,580430
580500,58,5,textiles,580500
580610,58,6,textiles,580610
580620,58,6,textiles,580620
580631,58,6,textiles,580631
580632,58,6,textiles,580632
580639,58,6,textiles,580639
580640,58,6,textiles,580640
580710,58,7,textiles,580710
580790,58,7,textiles,580790
580810,58,8,textiles,580810
580890,58,8,textiles,580890
580900,58,9,textiles,580900
581010,58,10,textiles,581010
581091,58,10,textiles,581091
581092,58,10,textiles,581092
581099,58,10,textiles,581099
581100,58,11,textiles,581100
590110,59,1,textiles,590110
590190,59,1,textiles,590190
590210,59,2,textiles,590210
590220,59,2,textiles,590220
590290,59,2,textiles,590290
590310,59,3,textiles,590310
590320,59,3,textiles,590320
590390,59,3,textiles,590390
590410,59,4,textiles,590410
590490,59,4,textiles,590492
590500,59,5,textiles,590500
590610,59,6,textiles,590610
590691,59,6,textiles,590691
590699,59,6,textiles,590699
590700,59,7,textiles,590700
590800,59,8,textiles,590800
590900,59,9,textiles,590900
591000,59,10,textiles,591000
591110,59,11,textiles,591110
591120,59,11,textiles,591120
591131,59,11,textiles,591131
591132,59,11,textiles,591132
591140,59,11,textiles,591140
591190,59,11,textiles,591190
600110,60,1,textiles,600110
600121,60,1,textiles,600121
600122,60,1,textiles,600122
600129,60,1,textiles,600129
600191,60,1,textiles,600191
600192,60,1,textiles,600192
600199,60,1,textiles,600199
600240,60,2,textiles,600210
600290,60,2,textiles,600210
600310,60,3,textiles,600220
600320,60,3,textiles,600220
600330,60,3,textiles,600220
600340,60,3,textiles,600220
600390,60,3,textiles,600220
600410,60,4,textiles,600230
600490,60,4,textiles,600230
600521,60,5,textiles,600242
600522,60,5,textiles,600242
600523,60,5,textiles,600242
600524,60,5,textiles,600242
600535,60,5,textiles,600243
600536,60,5,textiles,600243
600537,60,5,textiles,600243
600538,60,5,textiles,600243
600539,60,5,textiles,600243
600541,60,5,textiles,600243
600542,60,5,textiles,600243
600543,60,5,textiles,600243
600544,60,5,textiles,600243
600590,60,5,textiles,600249
600610,60,6,textiles,600291
600621,60,6,textiles,600292
600622,60,6,textiles,600292
600623,60,6,textiles,600292
600624,60,6,textiles,600292
600631,60,6,textiles,600293
600632,60,6,textiles,600293
600633,60,6,textiles,600293
600634,60,6,textiles,600293
600641,60,6,textiles,600293
600642,60,6,textiles,600293
600643,60,6,textiles,600293
600644,60,6,textiles,600293
600690,60,6,textiles,600299
610120,61,1,textiles,610120
610130,61,1,textiles,610130
610190,61,1,textiles,610190
610210,61,2,textiles,610210
610220,61,2,textiles,610220
610230,61,2,textiles,610230
610290,61,2,textiles,610290
610310,61,3,textiles,610319
610322,61,3,textiles,610322
610323,61,3,textiles,610323
610329,61,3,textiles,610329
610331,61,3,textiles,610331
610332,61,3,textiles,610332
610333,61,3,textiles,610333
610339,61,3,textiles,610339
610341,61,3,textiles,610341
610342,61,3,textiles,610342
610343,61,3,textiles,610343
