Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
WITCH-GLOBIOM,SSP1-19,R5.2MAF,Primary Energy|Gas,EJ/yr,12.869,14.840,16.811,9.628,2.444,2.346,2.248,2.362,2.476,2.737,2.999,3.004,3.009,2.478,1.946,1.716,1.486,1.246,1.006
WITCH-GLOBIOM,SSP1-26,R5.2MAF,Primary Energy|Gas,EJ/yr,12.869,15.709,18.548,13.262,7.976,7.574,7.172,7.547,7.922,8.096,8.270,7.835,7.401,6.745,6.089,5.514,4.938,4.025,3.113
WITCH-GLOBIOM,SSP2-45,R5.2MAF,Primary Energy|Gas,EJ/yr,12.869,15.708,18.548,20.046,21.544,23.467,25.390,27.922,30.455,33.260,36.065,39.279,42.494,44.889,47.284,49.324,51.364,50.231,49.097
WITCH-GLOBIOM,SSP3-Baseline,R5.2MAF,Primary Energy|Gas,EJ/yr,12.869,17.990,23.112,27.398,31.684,35.080,38.477,40.924,43.370,44.988,46.605,46.913,47.221,48.162,49.103,49.966,50.830,50.006,49.182
WITCH-GLOBIOM,SSP4-34,R5.2MAF,Primary Energy|Gas,EJ/yr,12.869,15.827,18.785,18.324,17.864,18.314,18.764,19.976,21.188,21.352,21.517,20.646,19.776,17.874,15.972,14.602,13.232,12.104,10.976
WITCH-GLOBIOM,SSP4-60,R5.2MAF,Primary Energy|Gas,EJ/yr,12.869,15.702,18.536,21.095,23.654,25.292,26.929,27.766,28.604,28.736,28.867,29.942,31.016,31.659,32.301,32.308,32.316,30.828,29.341
WITCH-GLOBIOM,SSP5-34,R5.2MAF,Primary Energy|Gas,EJ/yr,12.869,15.883,18.897,16.426,13.956,14.546,15.136,15.225,15.314,14.618,13.922,13.793,13.665,12.622,11.578,9.910,8.242,6.832,5.422
WITCH-GLOBIOM,SSP5-Baseline,R5.2MAF,Primary Energy|Gas,EJ/yr,12.869,16.976,21.083,25.828,30.572,37.990,45.408,53.700,61.993,68.273,74.554,79.570,84.585,86.029,87.473,84.805,82.137,75.302,68.466
AIM/CGE,SSP1-19,R5.2OECD,Primary Energy|Gas,EJ/yr,48.972,49.452,49.933,44.089,38.245,32.547,26.848,24.586,22.323,20.497,18.670,17.756,16.841,15.904,14.966,15.250,15.534,15.111,14.688
AIM/CGE,SSP1-26,R5.2OECD,Primary Energy|Gas,EJ/yr,48.963,49.442,49.921,47.487,45.052,40.527,36.001,33.025,30.049,29.895,29.740,29.594,29.448,30.617,31.786,32.886,33.986,35.172,36.358
AIM/CGE,SSP2-45,R5.2OECD,Primary Energy|Gas,EJ/yr,50.368,53.543,56.719,56.178,55.637,53.682,51.728,48.993,46.258,45.624,44.989,44.939,44.890,45.242,45.595,46.007,46.419,47.122,47.825
AIM/CGE,SSP3-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,50.913,54.387,57.861,60.156,62.450,62.485,62.520,61.849,61.179,61.072,60.964,60.036,59.107,58.404,57.700,56.686,55.673,54.353,53.033
AIM/CGE,SSP4-34,R5.2OECD,Primary Energy|Gas,EJ/yr,49.548,50.971,52.393,51.263,50.134,47.429,44.725,40.640,36.555,35.406,34.256,33.691,33.126,32.722,32.318,31.514,30.710,29.687,28.665
AIM/CGE,SSP5-34,R5.2OECD,Primary Energy|Gas,EJ/yr,50.295,53.741,57.187,59.912,62.637,64.053,65.469,67.333,69.197,71.135,73.074,75.583,78.092,81.693,85.293,89.193,93.092,97.123,101.154
AIM/CGE,SSP5-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,50.353,53.758,57.163,61.616,66.070,70.371,74.671,78.309,81.946,86.008,90.069,95.058,100.047,105.595,111.144,117.074,123.004,129.822,136.640
GCAM4,SSP1-19,R5.2OECD,Primary Energy|Gas,EJ/yr,54.557,55.676,56.794,60.284,63.773,66.466,69.159,66.099,63.039,57.647,52.254,44.532,36.810,29.903,22.997,18.609,14.222,12.238,10.254
GCAM4,SSP1-26,R5.2OECD,Primary Energy|Gas,EJ/yr,54.557,55.647,56.736,62.335,67.933,71.524,75.114,75.737,76.360,73.398,70.436,62.194,53.951,45.950,37.949,31.166,24.383,20.104,15.826
GCAM4,SSP2-45,R5.2OECD,Primary Energy|Gas,EJ/yr,54.557,56.410,58.264,64.459,70.653,73.268,75.882,76.134,76.386,74.532,72.678,67.430,62.183,58.095,54.007,51.454,48.902,46.115,43.329
GCAM4,SSP3-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,54.557,58.069,61.581,66.638,71.695,73.124,74.552,73.432,72.312,69.029,65.745,60.311,54.876,50.388,45.900,41.608,37.316,34.476,31.635
GCAM4,SSP4-34,R5.2OECD,Primary Energy|Gas,EJ/yr,54.557,55.585,56.613,60.461,64.309,65.870,67.430,65.313,63.195,60.654,58.113,52.789,47.464,41.206,34.948,29.185,23.421,19.558,15.694
GCAM4,SSP4-60,R5.2OECD,Primary Energy|Gas,EJ/yr,54.557,55.585,56.613,63.742,70.872,73.990,77.108,77.865,78.621,78.049,77.478,74.421,71.365,68.633,65.900,62.831,59.761,57.059,54.357
GCAM4,SSP5-34,R5.2OECD,Primary Energy|Gas,EJ/yr,54.557,58.825,63.092,74.346,85.601,90.463,95.326,98.067,100.809,101.131,101.453,99.513,97.573,96.024,94.474,94.839,95.203,90.704,86.204
GCAM4,SSP5-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,54.557,60.166,65.774,77.076,88.378,97.485,106.591,113.001,119.410,123.884,128.358,131.212,134.066,136.654,139.241,137.820,136.399,138.593,140.786
IMAGE,SSP1-19,R5.2OECD,Primary Energy|Gas,EJ/yr,56.046,54.634,53.223,49.900,46.578,46.723,46.867,46.333,45.798,43.575,41.352,40.926,40.500,37.564,34.627,28.749,22.871,21.157,19.442
IMAGE,SSP1-26,R5.2OECD,Primary Energy|Gas,EJ/yr,56.046,57.610,59.174,63.574,67.975,69.723,71.471,66.093,60.714,53.795,46.877,42.680,38.482,37.212,35.942,32.851,29.761,30.227,30.694
IMAGE,SSP2-45,R5.2OECD,Primary Energy|Gas,EJ/yr,56.030,57.586,59.142,63.932,68.722,72.830,76.938,73.100,69.262,69.223,69.184,68.436,67.689,63.397,59.105,52.101,45.097,42.948,40.798
IMAGE,SSP3-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,55.457,57.712,59.966,64.226,68.486,74.002,79.518,76.980,74.442,71.487,68.533,64.713,60.894,57.361,53.829,50.627,47.424,44.424,41.423
IMAGE,SSP4-34,R5.2OECD,Primary Energy|Gas,EJ/yr,55.470,56.885,58.300,62.402,66.505,66.623,66.742,61.950,57.159,50.982,44.805,41.427,38.048,38.427,38.807,36.491,34.175,30.604,27.033
IMAGE,SSP4-60,R5.2OECD,Primary Energy|Gas,EJ/yr,55.468,57.024,58.580,66.766,74.952,80.816,86.680,83.865,81.050,81.841,82.633,79.806,76.979,72.815,68.651,63.235,57.818,56.685,55.551
IMAGE,SSP5-34,R5.2OECD,Primary Energy|Gas,EJ/yr,56.722,60.503,64.284,72.669,81.054,87.484,93.914,86.079,78.243,70.880,63.516,61.183,58.849,60.615,62.380,64.052,65.724,62.751,59.777
IMAGE,SSP5-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,56.720,60.940,65.160,76.495,87.831,96.799,105.768,104.786,103.805,105.790,107.775,105.481,103.187,101.228,99.270,100.792,102.314,93.737,85.159
MESSAGE-GLOBIOM,SSP1-19,R5.2OECD,Primary Energy|Gas,EJ/yr,49.285,49.695,50.106,52.463,54.820,56.857,58.894,58.709,58.525,55.319,52.114,43.958,35.803,25.371,14.939,10.144,5.350,3.864,2.379
MESSAGE-GLOBIOM,SSP1-26,R5.2OECD,Primary Energy|Gas,EJ/yr,49.201,49.288,49.376,53.097,56.818,62.898,68.978,73.408,77.838,77.211,76.585,75.067,73.549,62.937,52.325,40.516,28.707,19.576,10.446
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,Primary Energy|Gas,EJ/yr,49.268,52.325,55.383,59.942,64.501,71.357,78.213,82.553,86.893,86.983,87.072,88.825,90.577,89.012,87.447,81.140,74.833,68.111,61.388
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,49.278,52.786,56.294,57.715,59.136,60.910,62.684,64.237,65.790,64.881,63.973,68.666,73.359,75.915,78.471,79.854,81.238,70.784,60.330
REMIND-MAGPIE,SSP1-19,R5.2OECD,Primary Energy|Gas,EJ/yr,49.351,52.442,55.532,45.897,36.261,28.335,20.408,15.386,10.364,8.659,6.953,5.486,4.019,2.829,1.640,1.412,1.184,0.758,0.331
REMIND-MAGPIE,SSP1-26,R5.2OECD,Primary Energy|Gas,EJ/yr,49.351,52.442,55.532,54.552,53.572,47.499,41.425,39.017,36.609,33.087,29.564,25.645,21.726,18.662,15.597,12.168,8.738,6.114,3.489
REMIND-MAGPIE,SSP2-45,R5.2OECD,Primary Energy|Gas,EJ/yr,46.874,51.552,56.230,58.944,61.657,63.948,66.239,69.464,72.689,70.622,68.555,65.596,62.637,58.497,54.357,48.729,43.101,42.196,41.291
REMIND-MAGPIE,SSP5-34,R5.2OECD,Primary Energy|Gas,EJ/yr,52.633,61.414,70.195,77.843,85.491,93.532,101.573,110.196,118.818,117.240,115.662,107.730,99.798,84.884,69.970,53.603,37.235,30.260,23.284
REMIND-MAGPIE,SSP5-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,52.633,56.373,60.113,68.731,77.348,94.377,111.405,124.632,137.859,145.099,152.338,159.279,166.219,172.193,178.166,180.667,183.168,182.186,181.204
WITCH-GLOBIOM,SSP1-19,R5.2OECD,Primary Energy|Gas,EJ/yr,51.383,51.908,52.433,31.947,11.461,9.496,7.531,6.096,4.661,3.857,3.053,2.525,1.998,1.638,1.278,1.120,0.963,0.769,0.575
WITCH-GLOBIOM,SSP1-26,R5.2OECD,Primary Energy|Gas,EJ/yr,51.383,50.916,50.449,38.468,26.487,22.939,19.392,16.834,14.276,12.339,10.402,8.976,7.549,6.586,5.622,5.007,4.392,3.963,3.535
WITCH-GLOBIOM,SSP2-45,R5.2OECD,Primary Energy|Gas,EJ/yr,51.383,53.658,55.933,56.454,56.974,57.663,58.352,57.049,55.746,53.191,50.636,48.161,45.686,43.683,41.679,39.673,37.667,35.749,33.832
WITCH-GLOBIOM,SSP3-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,51.383,58.243,65.103,67.969,70.835,71.251,71.667,71.227,70.787,69.175,67.563,65.028,62.493,59.318,56.144,53.145,50.146,46.375,42.605
WITCH-GLOBIOM,SSP4-34,R5.2OECD,Primary Energy|Gas,EJ/yr,51.383,52.470,53.558,53.105,52.652,52.259,51.865,47.860,43.856,40.279,36.702,33.862,31.022,28.504,25.986,23.972,21.958,20.154,18.350
WITCH-GLOBIOM,SSP4-60,R5.2OECD,Primary Energy|Gas,EJ/yr,51.383,52.717,54.052,58.479,62.906,64.827,66.748,69.114,71.479,71.471,71.462,70.948,70.433,69.416,68.400,68.063,67.726,67.026,66.325
WITCH-GLOBIOM,SSP5-34,R5.2OECD,Primary Energy|Gas,EJ/yr,51.383,51.781,52.179,41.073,29.967,28.259,26.550,23.955,21.360,19.136,16.912,15.369,13.826,12.741,11.656,10.939,10.221,9.884,9.547
WITCH-GLOBIOM,SSP5-Baseline,R5.2OECD,Primary Energy|Gas,EJ/yr,51.383,56.787,62.191,68.112,74.034,80.641,87.248,93.010,98.772,102.738,106.705,107.808,108.911,109.364,109.817,108.577,107.338,104.887,102.436
AIM/CGE,SSP1-19,R5.2REF,Primary Energy|Gas,EJ/yr,22.249,24.440,26.630,20.922,15.214,12.566,9.919,9.429,8.938,6.957,4.975,4.262,3.548,3.068,2.587,2.510,2.432,2.203,1.974
AIM/CGE,SSP1-26,R5.2REF,Primary Energy|Gas,EJ/yr,22.247,24.439,26.630,26.346,26.063,22.561,19.060,17.535,16.009,15.563,15.117,14.301,13.486,13.064,12.642,11.904,11.167,10.875,10.583
AIM/CGE,SSP2-45,R5.2REF,Primary Energy|Gas,EJ/yr,23.164,25.951,28.738,30.956,33.174,34.313,35.452,33.317,31.183,28.143,25.103,23.752,22.400,22.286,22.172,22.956,23.741,24.368,24.995
AIM/CGE,SSP3-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,22.417,24.494,26.572,28.763,30.954,32.687,34.421,35.019,35.617,35.371,35.125,34.941,34.757,34.732,34.708,34.502,34.297,33.948,33.599
AIM/CGE,SSP4-34,R5.2REF,Primary Energy|Gas,EJ/yr,22.518,24.358,26.198,26.773,27.348,26.587,25.826,23.934,22.043,20.504,18.965,18.251,17.538,16.991,16.444,15.761,15.079,14.472,13.866
AIM/CGE,SSP5-34,R5.2REF,Primary Energy|Gas,EJ/yr,23.159,25.571,27.983,28.950,29.917,30.488,31.058,33.309,35.560,34.486,33.412,30.964,28.516,26.475,24.434,22.974,21.514,20.263,19.012
AIM/CGE,SSP5-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,23.144,26.060,28.977,33.493,38.010,43.090,48.170,51.350,54.529,55.110,55.691,55.101,54.512,53.004,51.497,49.504,47.511,46.976,46.442
GCAM4,SSP1-19,R5.2REF,Primary Energy|Gas,EJ/yr,19.774,21.188,22.602,22.598,22.593,21.436,20.278,17.824,15.370,13.011,10.652,8.560,6.468,4.894,3.320,2.456,1.593,1.255,0.917
GCAM4,SSP1-26,R5.2REF,Primary Energy|Gas,EJ/yr,19.774,21.183,22.592,23.239,23.887,23.562,23.237,21.481,19.726,17.176,14.627,12.323,10.019,8.148,6.278,4.898,3.517,2.639,1.760
GCAM4,SSP2-45,R5.2REF,Primary Energy|Gas,EJ/yr,19.774,21.223,22.671,23.675,24.679,24.014,23.349,22.234,21.119,19.152,17.185,15.510,13.835,12.747,11.658,10.938,10.218,9.475,8.732
GCAM4,SSP3-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,19.774,21.660,23.546,24.712,25.878,25.983,26.087,25.406,24.726,22.866,21.007,19.584,18.161,17.102,16.043,15.095,14.147,13.486,12.825
GCAM4,SSP4-34,R5.2REF,Primary Energy|Gas,EJ/yr,19.774,20.977,22.180,21.805,21.429,20.390,19.351,17.504,15.658,13.951,12.243,10.539,8.836,7.229,5.621,4.366,3.112,2.423,1.734
GCAM4,SSP4-60,R5.2REF,Primary Energy|Gas,EJ/yr,19.774,20.977,22.180,22.913,23.647,23.477,23.307,22.443,21.579,19.754,17.930,16.515,15.100,14.063,13.026,12.083,11.141,10.291,9.441
GCAM4,SSP5-34,R5.2REF,Primary Energy|Gas,EJ/yr,19.774,21.656,23.539,25.706,27.874,27.026,26.177,24.687,23.198,21.223,19.248,17.597,15.946,14.408,12.869,11.475,10.080,8.261,6.442
GCAM4,SSP5-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,19.774,21.742,23.710,25.877,28.045,29.199,30.353,30.198,30.042,28.458,26.873,25.778,24.683,23.878,23.074,22.055,21.037,20.630,20.224
IMAGE,SSP1-19,R5.2REF,Primary Energy|Gas,EJ/yr,20.221,19.060,17.899,15.592,13.284,13.855,14.425,13.793,13.161,12.376,11.590,10.926,10.262,9.131,8.000,6.669,5.337,4.166,2.996
IMAGE,SSP1-26,R5.2REF,Primary Energy|Gas,EJ/yr,20.221,20.706,21.190,21.839,22.487,22.767,23.047,21.693,20.339,17.786,15.233,12.929,10.626,9.443,8.261,7.300,6.338,5.774,5.210
IMAGE,SSP2-45,R5.2REF,Primary Energy|Gas,EJ/yr,20.220,20.819,21.418,22.502,23.585,24.267,24.950,24.321,23.692,22.255,20.818,19.804,18.790,18.159,17.528,15.506,13.484,10.762,8.039
IMAGE,SSP3-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,20.250,21.597,22.944,25.061,27.178,28.244,29.310,29.131,28.951,27.403,25.855,25.350,24.846,25.418,25.990,26.450,26.911,26.707,26.504
IMAGE,SSP4-34,R5.2REF,Primary Energy|Gas,EJ/yr,20.251,20.482,20.713,20.448,20.183,20.639,21.095,20.062,19.029,16.318,13.607,12.018,10.429,8.536,6.642,5.932,5.222,4.588,3.955
IMAGE,SSP4-60,R5.2REF,Primary Energy|Gas,EJ/yr,20.251,20.532,20.813,22.261,23.709,25.206,26.702,25.999,25.295,23.351,21.406,20.231,19.056,18.694,18.332,17.185,16.039,13.955,11.870
IMAGE,SSP5-34,R5.2REF,Primary Energy|Gas,EJ/yr,20.305,21.779,23.253,24.984,26.715,28.075,29.435,27.216,24.997,20.992,16.986,14.840,12.694,10.953,9.212,7.936,6.660,5.369,4.077
IMAGE,SSP5-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,20.306,21.811,23.316,26.029,28.743,30.852,32.961,32.553,32.146,29.658,27.171,25.526,23.881,22.493,21.106,20.213,19.320,17.653,15.986
MESSAGE-GLOBIOM,SSP1-19,R5.2REF,Primary Energy|Gas,EJ/yr,19.544,16.958,14.371,14.942,15.512,17.291,19.071,19.700,20.329,18.931,17.534,13.533,9.533,5.235,0.938,0.714,0.490,0.363,0.235
MESSAGE-GLOBIOM,SSP1-26,R5.2REF,Primary Energy|Gas,EJ/yr,19.545,16.839,14.133,14.440,14.747,15.445,16.144,17.961,19.779,20.535,21.291,20.038,18.785,16.777,14.769,10.073,5.376,3.596,1.816
MESSAGE-GLOBIOM,SSP2-45,R5.2REF,Primary Energy|Gas,EJ/yr,19.559,18.077,16.595,16.831,17.068,17.579,18.091,18.750,19.409,20.821,22.234,23.033,23.832,23.806,23.780,21.051,18.321,15.810,13.299
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,19.428,20.536,21.644,23.554,25.464,27.562,29.660,30.898,32.137,33.553,34.970,39.467,43.964,46.087,48.209,43.465,38.721,29.809,20.897
REMIND-MAGPIE,SSP1-19,R5.2REF,Primary Energy|Gas,EJ/yr,14.510,14.460,14.410,11.154,7.898,6.115,4.332,3.276,2.220,1.743,1.265,1.220,1.174,1.036,0.898,0.763,0.629,0.472,0.314
REMIND-MAGPIE,SSP1-26,R5.2REF,Primary Energy|Gas,EJ/yr,14.510,14.460,14.410,12.895,11.380,10.320,9.259,8.315,7.371,6.127,4.882,4.073,3.263,2.597,1.931,1.454,0.977,0.866,0.754
REMIND-MAGPIE,SSP2-45,R5.2REF,Primary Energy|Gas,EJ/yr,14.510,14.675,14.840,15.210,15.580,16.105,16.630,15.755,14.880,13.945,13.010,12.110,11.210,10.337,9.464,8.575,7.685,7.059,6.432
REMIND-MAGPIE,SSP5-34,R5.2REF,Primary Energy|Gas,EJ/yr,15.400,16.540,17.680,17.840,18.000,17.000,16.000,14.795,13.590,12.750,11.910,11.145,10.380,8.714,7.048,6.045,5.042,3.704,2.365
REMIND-MAGPIE,SSP5-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,15.400,17.100,18.800,20.510,22.220,24.445,26.670,26.910,27.150,27.310,27.470,27.175,26.880,25.280,23.680,20.895,18.110,15.285,12.460
WITCH-GLOBIOM,SSP1-19,R5.2REF,Primary Energy|Gas,EJ/yr,23.689,23.187,22.684,12.470,2.256,2.230,2.204,2.052,1.900,1.417,0.935,0.653,0.371,0.268,0.164,0.119,0.073,0.054,0.035
WITCH-GLOBIOM,SSP1-26,R5.2REF,Primary Energy|Gas,EJ/yr,23.689,23.788,23.887,17.248,10.609,9.650,8.691,8.440,8.189,6.922,5.654,4.671,3.688,2.935,2.182,1.705,1.227,0.891,0.555
WITCH-GLOBIOM,SSP2-45,R5.2REF,Primary Energy|Gas,EJ/yr,23.689,25.948,28.206,27.722,27.238,27.389,27.539,26.545,25.550,25.372,25.193,24.745,24.296,22.491,20.686,19.495,18.304,16.924,15.545
WITCH-GLOBIOM,SSP3-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,23.689,29.410,35.131,37.485,39.838,40.260,40.682,39.970,39.259,37.936,36.614,36.538,36.462,35.353,34.244,33.141,32.038,30.755,29.471
WITCH-GLOBIOM,SSP4-34,R5.2REF,Primary Energy|Gas,EJ/yr,23.689,24.525,25.360,22.957,20.554,19.649,18.744,18.389,18.035,16.928,15.822,15.021,14.221,12.780,11.339,10.325,9.310,7.947,6.584
WITCH-GLOBIOM,SSP4-60,R5.2REF,Primary Energy|Gas,EJ/yr,23.689,24.572,25.454,26.602,27.749,28.363,28.976,28.364,27.751,26.891,26.031,25.636,25.240,24.038,22.836,22.241,21.646,20.455,19.264
WITCH-GLOBIOM,SSP5-34,R5.2REF,Primary Energy|Gas,EJ/yr,23.689,25.469,27.249,20.945,14.640,15.368,16.096,15.629,15.163,13.375,11.587,9.556,7.524,5.793,4.061,2.808,1.554,1.116,0.678
WITCH-GLOBIOM,SSP5-Baseline,R5.2REF,Primary Energy|Gas,EJ/yr,23.689,27.586,31.482,35.629,39.777,43.650,47.522,48.443,49.363,47.786,46.209,42.858,39.508,35.397,31.286,27.856,24.426,20.792,17.158
AIM/CGE,SSP1-19,World,Primary Energy|Gas,EJ/yr,102.904,109.095,115.286,98.887,82.488,69.338,56.188,52.157,48.126,40.998,33.870,30.979,28.089,25.818,23.546,23.680,23.814,22.710,21.605
AIM/CGE,SSP1-26,World,Primary Energy|Gas,EJ/yr,102.893,109.083,115.273,113.143,111.012,99.011,87.010,81.160,75.311,74.168,73.026,70.429,67.833,68.123,68.413,67.683,66.953,67.511,68.069
AIM/CGE,SSP2-45,World,Primary Energy|Gas,EJ/yr,106.191,117.023,127.855,133.664,139.473,141.755,144.038,140.379,136.721,131.831,126.941,125.852,124.763,126.766,128.769,131.230,133.691,135.651,137.611
AIM/CGE,SSP3-Baseline,World,Primary Energy|Gas,EJ/yr,106.729,119.053,131.377,145.653,159.929,171.039,182.150,192.470,202.790,211.344,219.898,224.787,229.676,233.926,238.176,242.474,246.773,251.445,256.118
AIM/CGE,SSP4-34,World,Primary Energy|Gas,EJ/yr,104.653,112.711,120.769,123.269,125.769,122.928,120.086,113.403,106.720,102.989,99.257,97.985,96.712,95.735,94.757,92.706,90.655,88.809,86.962
AIM/CGE,SSP5-34,World,Primary Energy|Gas,EJ/yr,105.983,116.592,127.202,134.134,141.066,146.696,152.327,162.691,173.056,177.178,181.301,182.224,183.147,184.073,184.999,185.972,186.945,188.573,190.201
AIM/CGE,SSP5-Baseline,World,Primary Energy|Gas,EJ/yr,106.102,117.300,128.499,144.979,161.459,179.856,198.253,214.985,231.717,245.423,259.129,268.719,278.309,283.926,289.543,301.910,314.277,328.474,342.671
GCAM4,SSP1-19,World,Primary Energy|Gas,EJ/yr,113.845,127.130,140.414,156.985,173.556,185.792,198.029,194.324,190.619,174.706,158.792,137.235,115.679,97.037,78.394,64.742,51.090,43.405,35.720
GCAM4,SSP1-26,World,Primary Energy|Gas,EJ/yr,113.845,127.102,140.360,163.030,185.700,202.104,218.508,223.319,228.129,220.428,212.728,189.469,166.211,142.602,118.993,100.963,82.934,70.035,57.136
GCAM4,SSP2-45,World,Primary Energy|Gas,EJ/yr,113.845,129.713,145.582,173.189,200.795,215.072,229.349,238.539,247.730,248.646,249.561,239.738,229.914,220.211,210.508,205.734,200.961,194.142,187.322
GCAM4,SSP3-Baseline,World,Primary Energy|Gas,EJ/yr,113.845,132.927,152.010,176.147,200.284,213.124,225.964,230.444,234.924,230.530,226.137,215.473,204.810,195.805,186.801,178.252,169.703,164.584,159.465
GCAM4,SSP4-34,World,Primary Energy|Gas,EJ/yr,113.845,128.015,142.186,161.011,179.836,190.879,201.923,202.079,202.235,196.965,191.695,178.345,164.995,148.965,132.934,116.093,99.252,85.011,70.769
GCAM4,SSP4-60,World,Primary Energy|Gas,EJ/yr,113.845,128.015,142.186,168.922,195.658,211.585,227.512,235.186,242.860,243.900,244.940,239.009,233.077,227.388,221.698,216.762,211.825,207.666,203.507
GCAM4,SSP5-34,World,Primary Energy|Gas,EJ/yr,113.845,134.030,154.216,197.394,240.571,266.621,292.671,312.772,332.872,338.454,344.036,337.377,330.719,325.449,320.179,321.436,322.693,304.142,285.592
GCAM4,SSP5-Baseline,World,Primary Energy|Gas,EJ/yr,113.845,136.452,159.059,201.175,243.290,283.188,323.087,351.140,379.193,394.276,409.358,416.261,423.164,423.783,424.402,413.308,402.215,402.872,403.529
IMAGE,SSP1-19,World,Primary Energy|Gas,EJ/yr,112.797,120.577,128.357,133.668,138.978,143.615,148.252,147.735,147.217,145.769,144.321,143.310,142.300,128.303,114.306,98.226,82.145,70.857,59.569
IMAGE,SSP1-26,World,Primary Energy|Gas,EJ/yr,112.796,130.730,148.663,167.132,185.600,193.593,201.586,197.206,192.826,183.333,173.840,157.083,140.327,127.853,115.378,108.085,100.792,100.877,100.962
IMAGE,SSP2-45,World,Primary Energy|Gas,EJ/yr,112.747,131.733,150.720,166.634,182.549,192.945,203.341,207.337,211.333,219.354,227.376,227.356,227.336,211.777,196.217,179.914,163.611,158.155,152.698
IMAGE,SSP3-Baseline,World,Primary Energy|Gas,EJ/yr,112.161,134.336,156.511,170.431,184.350,201.723,219.096,225.714,232.333,235.924,239.515,241.467,243.420,243.153,242.886,242.462,242.038,237.963,233.887
IMAGE,SSP4-34,World,Primary Energy|Gas,EJ/yr,112.203,129.580,146.957,160.867,174.776,176.530,178.284,173.839,169.393,151.841,134.289,124.145,114.002,109.328,104.654,98.920,93.187,85.758,78.328
IMAGE,SSP4-60,World,Primary Energy|Gas,EJ/yr,112.121,129.723,147.325,174.885,202.446,217.302,232.158,236.827,241.496,246.141,250.785,242.816,234.848,223.551,212.254,201.327,190.401,186.918,183.435
IMAGE,SSP5-34,World,Primary Energy|Gas,EJ/yr,114.082,138.695,163.308,194.257,225.206,245.528,265.851,256.420,246.989,223.157,199.324,187.839,176.355,173.024,169.692,164.716,159.739,148.098,136.457
IMAGE,SSP5-Baseline,World,Primary Energy|Gas,EJ/yr,114.049,139.826,165.603,206.168,246.734,275.972,305.210,319.852,334.494,344.446,354.398,343.108,331.818,317.673,303.528,296.153,288.778,263.268,237.758
MESSAGE-GLOBIOM,SSP1-19,World,Primary Energy|Gas,EJ/yr,105.841,106.845,107.849,123.170,138.490,160.077,181.663,190.420,199.176,193.639,188.102,164.210,140.317,103.664,67.010,44.220,21.429,14.277,7.124
MESSAGE-GLOBIOM,SSP1-26,World,Primary Energy|Gas,EJ/yr,105.766,106.523,107.279,122.911,138.543,165.766,192.989,219.096,245.202,257.270,269.337,262.104,254.870,227.534,200.198,160.867,121.536,87.656,53.776
MESSAGE-GLOBIOM,SSP2-45,World,Primary Energy|Gas,EJ/yr,105.706,114.435,123.163,140.021,156.878,180.454,204.030,225.733,247.435,264.980,282.524,292.984,303.444,309.909,316.374,306.618,296.862,289.759,282.655
MESSAGE-GLOBIOM,SSP3-Baseline,World,Primary Energy|Gas,EJ/yr,105.608,119.793,133.977,152.198,170.418,185.897,201.375,213.549,225.722,235.486,245.250,260.082,274.914,282.440,289.966,270.391,250.815,209.834,168.853
REMIND-MAGPIE,SSP1-19,World,Primary Energy|Gas,EJ/yr,103.300,116.000,128.700,109.520,90.340,71.680,53.020,41.305,29.590,24.165,18.740,14.029,9.317,6.814,4.311,3.714,3.116,2.005,0.893
REMIND-MAGPIE,SSP1-26,World,Primary Energy|Gas,EJ/yr,103.300,116.000,128.700,137.200,145.700,144.300,142.900,136.700,130.500,119.050,107.600,94.365,81.130,71.045,60.960,47.090,33.220,22.565,11.910
REMIND-MAGPIE,SSP2-45,World,Primary Energy|Gas,EJ/yr,102.500,119.100,135.700,150.500,165.300,179.650,194.000,207.600,221.200,221.550,221.900,214.650,207.400,200.600,193.800,181.300,168.800,167.650,166.500
