Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
WITCH-GLOBIOM,SSP1-26,R5.2MAF,Primary Energy|Oil,EJ/yr,23.277,25.401,27.525,23.632,19.739,20.332,20.925,22.485,24.045,25.824,27.604,29.526,31.449,32.647,33.845,31.921,29.997,20.217,10.436
WITCH-GLOBIOM,SSP2-45,R5.2MAF,Primary Energy|Oil,EJ/yr,23.277,27.176,31.075,34.913,38.751,43.257,47.763,51.973,56.184,60.183,64.182,68.436,72.691,76.842,80.992,83.316,85.640,79.845,74.049
WITCH-GLOBIOM,SSP3-Baseline,R5.2MAF,Primary Energy|Oil,EJ/yr,23.277,27.469,31.662,37.411,43.160,48.818,54.475,58.589,62.704,65.068,67.432,70.086,72.739,76.093,79.447,83.648,87.849,89.577,91.306
WITCH-GLOBIOM,SSP4-34,R5.2MAF,Primary Energy|Oil,EJ/yr,23.277,27.664,32.051,35.156,38.262,39.666,41.070,41.573,42.077,41.833,41.589,41.349,41.109,40.576,40.043,36.319,32.595,28.480,24.365
WITCH-GLOBIOM,SSP4-60,R5.2MAF,Primary Energy|Oil,EJ/yr,23.277,26.414,29.551,33.393,37.236,40.137,43.037,44.936,46.834,47.675,48.516,49.218,49.920,50.590,51.259,50.462,49.665,43.647,37.629
WITCH-GLOBIOM,SSP5-34,R5.2MAF,Primary Energy|Oil,EJ/yr,23.277,24.977,26.678,23.971,21.263,25.275,29.287,34.072,38.856,44.838,50.819,58.210,65.600,73.237,80.873,85.756,90.639,81.820,73.000
WITCH-GLOBIOM,SSP5-Baseline,R5.2MAF,Primary Energy|Oil,EJ/yr,23.277,26.503,29.730,33.887,38.043,45.864,53.685,62.907,72.128,81.231,90.335,99.311,108.287,116.464,124.641,131.327,138.012,135.264,132.516
AIM/CGE,SSP1-19,R5.2OECD,Primary Energy|Oil,EJ/yr,81.202,80.694,80.186,72.306,64.425,56.743,49.061,41.849,34.637,27.604,20.571,17.541,14.511,12.592,10.674,10.159,9.644,8.833,8.023
AIM/CGE,SSP1-26,R5.2OECD,Primary Energy|Oil,EJ/yr,81.204,80.706,80.208,79.441,78.675,72.791,66.906,62.850,58.794,54.634,50.475,44.754,39.033,37.077,35.120,33.071,31.021,30.258,29.495
AIM/CGE,SSP2-45,R5.2OECD,Primary Energy|Oil,EJ/yr,83.881,86.519,89.157,92.825,96.494,98.701,100.909,99.893,98.877,95.652,92.427,89.692,86.958,84.451,81.945,79.334,76.724,73.967,71.210
AIM/CGE,SSP3-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,83.810,86.918,90.026,90.105,90.184,88.799,87.414,83.707,79.999,75.011,70.022,65.339,60.656,55.849,51.041,47.071,43.101,39.456,35.810
AIM/CGE,SSP4-34,R5.2OECD,Primary Energy|Oil,EJ/yr,81.351,81.234,81.118,81.159,81.200,78.254,75.309,70.909,66.509,62.391,58.274,54.728,51.181,48.521,45.861,43.262,40.663,38.323,35.984
AIM/CGE,SSP5-34,R5.2OECD,Primary Energy|Oil,EJ/yr,83.313,86.121,88.929,93.110,97.292,101.063,104.833,110.357,115.881,117.135,118.389,118.769,119.150,117.827,116.504,115.864,115.225,115.291,115.357
AIM/CGE,SSP5-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,83.263,86.626,89.989,96.155,102.321,110.416,118.510,123.918,129.327,134.667,140.008,143.430,146.851,147.521,148.191,142.013,135.835,125.045,114.255
GCAM4,SSP1-19,R5.2OECD,Primary Energy|Oil,EJ/yr,82.285,80.382,78.479,73.686,68.892,65.987,63.083,59.611,56.139,49.480,42.822,37.385,31.949,25.982,20.015,15.569,11.123,8.019,4.915
GCAM4,SSP1-26,R5.2OECD,Primary Energy|Oil,EJ/yr,82.285,80.325,78.364,74.469,70.574,68.117,65.660,63.678,61.696,57.911,54.125,50.629,47.133,41.270,35.407,28.777,22.147,17.189,12.231
GCAM4,SSP2-45,R5.2OECD,Primary Energy|Oil,EJ/yr,82.285,81.413,80.541,77.189,73.837,71.520,69.202,67.777,66.352,63.888,61.424,59.858,58.292,55.011,51.730,48.733,45.736,41.197,36.657
GCAM4,SSP3-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,82.285,81.535,80.786,75.345,69.904,65.708,61.512,58.375,55.238,50.733,46.229,45.314,44.399,43.820,43.241,42.481,41.720,40.841,39.962
GCAM4,SSP4-34,R5.2OECD,Primary Energy|Oil,EJ/yr,82.285,81.264,80.242,76.472,72.701,69.915,67.129,64.091,61.054,55.083,49.113,44.182,39.252,33.344,27.436,21.075,14.714,9.601,4.488
GCAM4,SSP4-60,R5.2OECD,Primary Energy|Oil,EJ/yr,82.285,81.264,80.242,77.227,74.212,72.135,70.059,68.516,66.973,64.130,61.286,61.153,61.021,60.417,59.813,58.185,56.558,53.816,51.074
GCAM4,SSP5-34,R5.2OECD,Primary Energy|Oil,EJ/yr,82.285,82.295,82.305,81.432,80.559,80.025,79.491,80.051,80.612,79.504,78.396,77.299,76.202,71.550,66.899,54.456,42.014,29.422,16.830
GCAM4,SSP5-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,82.285,82.561,82.838,80.799,78.761,79.598,80.435,83.084,85.734,89.131,92.529,99.649,106.768,114.276,121.785,128.869,135.954,141.199,146.443
IMAGE,SSP1-19,R5.2OECD,Primary Energy|Oil,EJ/yr,82.052,75.084,68.116,49.274,30.432,20.340,10.248,8.535,6.822,6.352,5.882,5.417,4.951,4.471,3.991,3.771,3.551,3.636,3.722
IMAGE,SSP1-26,R5.2OECD,Primary Energy|Oil,EJ/yr,82.052,77.859,73.666,63.200,52.734,43.817,34.901,31.088,27.274,23.489,19.704,16.662,13.620,10.754,7.888,7.167,6.446,7.352,8.258
IMAGE,SSP2-45,R5.2OECD,Primary Energy|Oil,EJ/yr,81.746,77.730,73.713,65.511,57.310,50.717,44.124,42.991,41.859,42.310,42.762,40.820,38.878,33.195,27.511,23.642,19.773,20.105,20.436
IMAGE,SSP3-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,82.488,79.346,76.203,65.990,55.777,46.211,36.644,32.974,29.304,29.009,28.714,28.720,28.726,27.726,26.726,25.859,24.992,24.359,23.725
IMAGE,SSP4-34,R5.2OECD,Primary Energy|Oil,EJ/yr,83.012,78.481,73.950,65.605,57.260,49.151,41.042,41.512,41.982,41.670,41.358,37.452,33.547,30.088,26.629,24.586,22.543,22.261,21.979
IMAGE,SSP4-60,R5.2OECD,Primary Energy|Oil,EJ/yr,83.012,78.673,74.335,68.108,61.881,56.829,51.776,53.526,55.275,58.000,60.726,58.011,55.296,53.316,51.335,51.970,52.605,51.159,49.713
IMAGE,SSP5-34,R5.2OECD,Primary Energy|Oil,EJ/yr,83.542,80.815,78.089,71.048,64.007,60.535,57.062,55.529,53.995,50.688,47.382,41.799,36.215,32.811,29.407,26.804,24.200,23.865,23.530
IMAGE,SSP5-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,83.541,83.035,82.530,76.945,71.360,68.415,65.470,68.687,71.904,74.575,77.247,77.504,77.760,76.012,74.264,72.712,71.159,70.191,69.224
MESSAGE-GLOBIOM,SSP1-19,R5.2OECD,Primary Energy|Oil,EJ/yr,78.617,82.488,86.359,76.777,67.194,53.794,40.394,28.325,16.256,11.249,6.242,3.638,1.034,0.533,0.032,0.016,0.001,0.000,0.000
MESSAGE-GLOBIOM,SSP1-26,R5.2OECD,Primary Energy|Oil,EJ/yr,78.589,82.729,86.869,84.309,81.749,73.494,65.240,53.529,41.819,32.998,24.177,17.284,10.391,7.640,4.889,2.938,0.986,0.506,0.025
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,Primary Energy|Oil,EJ/yr,78.769,82.519,86.269,89.002,91.735,89.202,86.670,83.187,79.703,72.455,65.206,54.284,43.361,36.354,29.346,22.077,14.807,10.765,6.724
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,78.883,86.663,94.442,98.900,103.358,101.380,99.402,95.553,91.703,82.533,73.363,55.503,37.643,25.795,13.946,10.190,6.434,5.614,4.795
REMIND-MAGPIE,SSP1-19,R5.2OECD,Primary Energy|Oil,EJ/yr,88.904,85.119,81.334,79.952,78.569,72.561,66.552,51.994,37.435,25.378,13.321,8.950,4.579,3.000,1.420,1.234,1.048,0.965,0.882
REMIND-MAGPIE,SSP1-26,R5.2OECD,Primary Energy|Oil,EJ/yr,88.904,85.119,81.334,82.140,82.945,82.082,81.218,72.484,63.749,51.941,40.132,29.423,18.713,12.346,5.979,3.846,1.713,1.583,1.452
REMIND-MAGPIE,SSP2-45,R5.2OECD,Primary Energy|Oil,EJ/yr,89.119,86.455,83.790,86.870,89.949,89.229,88.509,80.264,72.018,63.567,55.116,46.192,37.267,30.317,23.367,20.210,17.054,15.907,14.761
REMIND-MAGPIE,SSP5-34,R5.2OECD,Primary Energy|Oil,EJ/yr,89.157,95.124,101.090,114.100,127.110,127.140,127.170,118.419,109.668,96.703,83.738,65.921,48.104,37.163,26.222,21.684,17.146,15.375,13.604
REMIND-MAGPIE,SSP5-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,89.157,96.464,103.770,117.485,131.200,132.405,133.610,129.395,125.180,125.745,126.310,125.205,124.099,130.137,136.175,138.353,140.531,135.666,130.801
WITCH-GLOBIOM,SSP1-19,R5.2OECD,Primary Energy|Oil,EJ/yr,74.755,71.211,67.666,52.876,38.086,30.349,22.612,16.335,10.058,7.494,4.930,3.764,2.599,1.636,0.673,0.347,0.021,0.010,0.000
WITCH-GLOBIOM,SSP1-26,R5.2OECD,Primary Energy|Oil,EJ/yr,74.755,72.140,69.525,62.698,55.870,53.347,50.825,47.229,43.634,38.636,33.639,29.301,24.963,20.148,15.333,8.591,1.848,0.924,0.001
WITCH-GLOBIOM,SSP2-45,R5.2OECD,Primary Energy|Oil,EJ/yr,74.755,76.194,77.632,79.376,81.120,82.119,83.118,81.399,79.680,75.877,72.074,66.941,61.807,55.206,48.605,39.666,30.728,19.341,7.953
WITCH-GLOBIOM,SSP3-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,74.755,79.287,83.819,86.160,88.502,88.419,88.337,86.807,85.278,83.425,81.572,79.116,76.661,73.837,71.013,68.291,65.569,62.318,59.066
WITCH-GLOBIOM,SSP4-34,R5.2OECD,Primary Energy|Oil,EJ/yr,74.755,74.219,73.683,75.007,76.331,76.228,76.125,73.736,71.347,66.484,61.621,56.610,51.599,44.949,38.299,27.922,17.545,9.429,1.313
WITCH-GLOBIOM,SSP4-60,R5.2OECD,Primary Energy|Oil,EJ/yr,74.755,73.472,72.188,74.866,77.544,78.587,79.629,79.131,78.634,75.702,72.771,67.504,62.237,57.687,53.137,46.612,40.087,32.163,24.238
WITCH-GLOBIOM,SSP5-34,R5.2OECD,Primary Energy|Oil,EJ/yr,74.755,74.965,75.175,72.092,69.009,71.084,73.158,71.345,69.532,64.086,58.639,51.997,45.354,39.259,33.163,23.648,14.133,7.417,0.700
WITCH-GLOBIOM,SSP5-Baseline,R5.2OECD,Primary Energy|Oil,EJ/yr,74.755,78.560,82.365,86.608,90.852,96.140,101.428,104.521,107.614,107.052,106.490,104.145,101.799,96.172,90.544,81.577,72.609,65.020,57.430
AIM/CGE,SSP1-19,R5.2REF,Primary Energy|Oil,EJ/yr,7.443,7.888,8.333,7.348,6.362,5.415,4.468,3.701,2.934,2.169,1.404,1.152,0.900,0.751,0.601,0.557,0.512,0.450,0.388
AIM/CGE,SSP1-26,R5.2REF,Primary Energy|Oil,EJ/yr,7.443,7.888,8.333,8.553,8.773,8.128,7.484,6.866,6.248,5.656,5.065,4.373,3.681,3.369,3.057,2.730,2.404,2.249,2.094
AIM/CGE,SSP2-45,R5.2REF,Primary Energy|Oil,EJ/yr,7.817,8.767,9.718,10.482,11.247,11.701,12.154,11.976,11.799,11.373,10.948,10.627,10.306,10.142,9.978,9.914,9.851,9.817,9.783
AIM/CGE,SSP3-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,7.485,8.172,8.858,9.247,9.636,9.679,9.722,9.462,9.202,8.949,8.695,8.497,8.300,8.150,8.000,7.832,7.665,7.530,7.395
AIM/CGE,SSP4-34,R5.2REF,Primary Energy|Oil,EJ/yr,7.463,7.903,8.343,8.491,8.639,8.400,8.161,7.573,6.984,6.509,6.034,5.689,5.345,5.023,4.701,4.354,4.006,3.713,3.420
AIM/CGE,SSP5-34,R5.2REF,Primary Energy|Oil,EJ/yr,7.757,8.663,9.570,10.411,11.253,11.664,12.075,12.587,13.098,12.607,12.116,11.423,10.731,10.103,9.476,9.288,9.101,9.200,9.300
AIM/CGE,SSP5-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,7.757,8.665,9.574,10.909,12.245,13.554,14.864,15.655,16.447,16.838,17.230,17.817,18.405,18.627,18.849,19.377,19.905,17.873,15.842
GCAM4,SSP1-19,R5.2REF,Primary Energy|Oil,EJ/yr,8.586,8.567,8.547,8.251,7.956,7.761,7.565,7.191,6.816,6.052,5.288,4.599,3.909,3.160,2.412,1.562,0.712,0.364,0.016
GCAM4,SSP1-26,R5.2REF,Primary Energy|Oil,EJ/yr,8.586,8.563,8.540,8.345,8.149,8.019,7.888,7.657,7.426,6.970,6.515,6.067,5.619,4.914,4.209,3.364,2.518,1.591,0.665
GCAM4,SSP2-45,R5.2REF,Primary Energy|Oil,EJ/yr,8.586,8.733,8.879,8.722,8.565,8.391,8.217,8.196,8.175,8.035,7.896,7.808,7.720,7.355,6.990,6.618,6.246,5.629,5.013
GCAM4,SSP3-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,8.586,8.784,8.981,8.708,8.436,8.220,8.005,7.840,7.676,7.450,7.224,7.509,7.794,8.207,8.620,9.044,9.467,9.848,10.228
GCAM4,SSP4-34,R5.2REF,Primary Energy|Oil,EJ/yr,8.586,8.685,8.784,8.589,8.394,8.270,8.147,7.859,7.570,6.951,6.332,5.790,5.248,4.401,3.555,2.968,2.382,1.836,1.290
GCAM4,SSP4-60,R5.2REF,Primary Energy|Oil,EJ/yr,8.586,8.685,8.784,8.679,8.574,8.532,8.490,8.379,8.268,7.998,7.727,7.747,7.766,7.678,7.590,7.372,7.153,6.811,6.469
GCAM4,SSP5-34,R5.2REF,Primary Energy|Oil,EJ/yr,8.586,8.804,9.022,9.232,9.443,9.574,9.705,9.874,10.042,9.730,9.417,8.995,8.573,7.869,7.165,5.919,4.672,3.539,2.405
GCAM4,SSP5-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,8.586,8.806,9.026,9.195,9.364,9.737,10.110,10.383,10.656,10.828,11.000,11.468,11.936,12.273,12.609,12.826,13.043,12.948,12.852
IMAGE,SSP1-19,R5.2REF,Primary Energy|Oil,EJ/yr,10.008,9.370,8.731,6.651,4.571,3.371,2.172,2.018,1.865,1.813,1.761,1.795,1.828,1.800,1.773,1.716,1.660,1.661,1.662
IMAGE,SSP1-26,R5.2REF,Primary Energy|Oil,EJ/yr,10.008,9.707,9.406,8.603,7.801,6.185,4.568,4.194,3.821,3.743,3.665,3.652,3.639,2.989,2.339,2.079,1.818,1.782,1.746
IMAGE,SSP2-45,R5.2REF,Primary Energy|Oil,EJ/yr,10.031,9.795,9.559,8.975,8.390,7.117,5.844,5.708,5.573,5.656,5.739,5.801,5.863,5.550,5.237,5.402,5.566,5.847,6.128
IMAGE,SSP3-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,10.033,9.984,9.935,9.381,8.827,7.511,6.194,6.084,5.974,5.966,5.959,6.069,6.180,6.303,6.427,6.486,6.545,6.566,6.587
IMAGE,SSP4-34,R5.2REF,Primary Energy|Oil,EJ/yr,10.031,9.545,9.060,8.492,7.925,6.701,5.477,5.421,5.364,5.290,5.216,5.229,5.242,4.927,4.612,4.016,3.420,3.281,3.142
IMAGE,SSP4-60,R5.2REF,Primary Energy|Oil,EJ/yr,10.031,9.533,9.035,8.759,8.483,7.423,6.362,6.373,6.385,6.489,6.594,6.667,6.740,6.836,6.931,7.119,7.306,7.473,7.640
IMAGE,SSP5-34,R5.2REF,Primary Energy|Oil,EJ/yr,10.317,10.426,10.535,10.183,9.832,8.657,7.482,6.941,6.400,6.276,6.153,5.412,4.671,4.062,3.453,2.997,2.541,2.383,2.225
IMAGE,SSP5-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,10.318,10.379,10.439,10.347,10.256,9.189,8.123,8.345,8.566,8.659,8.751,8.549,8.348,8.067,7.786,7.313,6.839,6.404,5.969
MESSAGE-GLOBIOM,SSP1-19,R5.2REF,Primary Energy|Oil,EJ/yr,8.684,10.106,11.529,9.747,7.964,5.866,3.768,2.624,1.480,0.933,0.386,0.289,0.192,0.126,0.059,0.029,0.000,0.000,0.000
MESSAGE-GLOBIOM,SSP1-26,R5.2REF,Primary Energy|Oil,EJ/yr,8.684,10.340,11.997,11.438,10.879,11.099,11.320,10.018,8.715,7.128,5.540,3.986,2.432,1.554,0.676,0.418,0.160,0.082,0.004
MESSAGE-GLOBIOM,SSP2-45,R5.2REF,Primary Energy|Oil,EJ/yr,8.768,10.619,12.470,12.386,12.303,12.871,13.439,14.221,15.004,13.313,11.623,9.633,7.644,5.828,4.012,3.036,2.059,1.583,1.108
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,8.715,10.982,13.248,13.157,13.066,14.061,15.056,15.947,16.839,16.313,15.786,12.814,9.841,6.507,3.174,1.925,0.677,0.423,0.168
REMIND-MAGPIE,SSP1-19,R5.2REF,Primary Energy|Oil,EJ/yr,4.891,4.559,4.227,4.041,3.855,3.807,3.759,3.110,2.461,1.779,1.097,0.630,0.162,0.103,0.044,0.035,0.025,0.023,0.021
REMIND-MAGPIE,SSP1-26,R5.2REF,Primary Energy|Oil,EJ/yr,4.891,4.559,4.227,4.176,4.124,4.067,4.009,3.721,3.433,2.904,2.375,1.737,1.098,0.709,0.320,0.200,0.079,0.065,0.051
REMIND-MAGPIE,SSP2-45,R5.2REF,Primary Energy|Oil,EJ/yr,4.962,4.703,4.443,4.368,4.293,3.798,3.302,2.823,2.344,1.969,1.593,1.205,0.817,0.564,0.310,0.300,0.289,0.276,0.263
REMIND-MAGPIE,SSP5-34,R5.2REF,Primary Energy|Oil,EJ/yr,5.011,5.335,5.659,6.140,6.620,6.424,6.228,5.598,4.967,4.219,3.471,2.473,1.475,0.872,0.268,0.209,0.151,0.133,0.115
REMIND-MAGPIE,SSP5-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,5.011,5.280,5.548,5.895,6.241,5.606,4.971,4.362,3.752,3.060,2.367,1.599,0.830,0.638,0.446,0.508,0.571,0.548,0.524
WITCH-GLOBIOM,SSP1-19,R5.2REF,Primary Energy|Oil,EJ/yr,13.456,14.266,15.076,9.778,4.480,3.792,3.103,2.325,1.547,1.457,1.367,0.893,0.419,0.219,0.019,0.011,0.004,0.002,0.000
WITCH-GLOBIOM,SSP1-26,R5.2REF,Primary Energy|Oil,EJ/yr,13.456,14.996,16.536,13.226,9.916,9.852,9.788,9.511,9.234,8.913,8.592,8.297,8.003,7.272,6.541,4.802,3.063,1.532,0.000
WITCH-GLOBIOM,SSP2-45,R5.2REF,Primary Energy|Oil,EJ/yr,13.456,15.921,18.386,19.214,20.042,21.000,21.959,22.088,22.217,22.005,21.793,21.731,21.669,20.824,19.980,18.444,16.909,13.956,11.003
WITCH-GLOBIOM,SSP3-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,13.456,16.387,19.319,20.931,22.543,23.665,24.787,25.029,25.272,25.106,24.940,25.482,26.024,25.084,24.145,24.591,25.038,24.590,24.142
WITCH-GLOBIOM,SSP4-34,R5.2REF,Primary Energy|Oil,EJ/yr,13.456,16.255,19.054,19.138,19.221,19.597,19.972,19.744,19.516,19.073,18.630,18.396,18.162,17.268,16.375,14.293,12.211,8.087,3.963
WITCH-GLOBIOM,SSP4-60,R5.2REF,Primary Energy|Oil,EJ/yr,13.456,15.453,17.449,18.606,19.763,20.712,21.661,21.372,21.084,20.762,20.439,20.520,20.600,18.557,16.513,14.267,12.021,9.701,7.380
WITCH-GLOBIOM,SSP5-34,R5.2REF,Primary Energy|Oil,EJ/yr,13.456,14.964,16.472,14.011,11.550,12.804,14.058,14.760,15.462,15.975,16.489,17.025,17.561,17.401,17.241,15.292,13.343,8.768,4.193
WITCH-GLOBIOM,SSP5-Baseline,R5.2REF,Primary Energy|Oil,EJ/yr,13.456,15.612,17.767,19.053,20.339,21.477,22.614,23.527,24.441,22.517,20.594,20.639,20.684,18.424,16.164,14.821,13.479,10.476,7.473
AIM/CGE,SSP1-19,World,Primary Energy|Oil,EJ/yr,168.760,175.360,181.960,164.475,146.989,129.591,112.194,97.943,83.693,66.940,50.187,43.237,36.287,31.825,27.362,26.010,24.658,22.515,20.373
AIM/CGE,SSP1-26,World,Primary Energy|Oil,EJ/yr,168.788,175.374,181.961,183.355,184.748,172.909,161.070,153.772,146.474,136.595,126.717,112.382,98.048,91.958,85.868,79.334,72.800,69.746,66.693
AIM/CGE,SSP2-45,World,Primary Energy|Oil,EJ/yr,176.078,192.176,208.273,223.079,237.884,249.081,260.277,261.968,263.659,257.912,252.166,247.413,242.660,237.909,233.158,228.891,224.624,219.995,215.366
AIM/CGE,SSP3-Baseline,World,Primary Energy|Oil,EJ/yr,176.622,196.769,216.916,229.835,242.753,248.741,254.729,252.312,249.896,243.805,237.715,233.293,228.870,224.231,219.593,217.010,214.428,209.635,204.843
AIM/CGE,SSP4-34,World,Primary Energy|Oil,EJ/yr,171.180,181.671,192.161,196.240,200.319,197.250,194.181,185.328,176.475,165.618,154.762,145.210,135.657,127.482,119.307,112.316,105.326,99.964,94.603
AIM/CGE,SSP5-34,World,Primary Energy|Oil,EJ/yr,174.599,190.273,205.947,222.263,238.580,253.553,268.526,285.842,303.159,304.524,305.889,302.850,299.811,292.470,285.128,278.054,270.979,259.336,247.692
AIM/CGE,SSP5-Baseline,World,Primary Energy|Oil,EJ/yr,174.970,192.329,209.689,235.696,261.703,291.855,322.007,342.057,362.108,378.330,394.552,403.952,413.351,413.800,414.249,391.724,369.199,334.581,299.962
GCAM4,SSP1-19,World,Primary Energy|Oil,EJ/yr,176.079,179.127,182.174,179.888,177.602,177.391,177.180,171.781,166.381,151.584,136.787,122.779,108.771,94.173,79.574,67.576,55.578,43.499,31.420
GCAM4,SSP1-26,World,Primary Energy|Oil,EJ/yr,176.079,179.052,182.024,182.410,182.796,184.526,186.257,186.125,185.994,178.793,171.593,161.526,151.459,136.179,120.899,104.431,87.964,74.583,61.203
GCAM4,SSP2-45,World,Primary Energy|Oil,EJ/yr,176.079,183.649,191.219,192.735,194.250,194.065,193.880,198.940,203.999,207.019,210.039,212.925,215.811,213.686,211.562,210.761,209.960,202.502,195.043
GCAM4,SSP3-Baseline,World,Primary Energy|Oil,EJ/yr,176.079,184.405,192.730,189.091,185.452,181.487,177.522,175.885,174.249,171.431,168.614,175.376,182.138,192.509,202.879,214.322,225.766,237.328,248.889
GCAM4,SSP4-34,World,Primary Energy|Oil,EJ/yr,176.079,182.957,189.835,189.584,189.334,187.851,186.368,182.373,178.379,166.685,154.990,142.943,130.896,114.681,98.466,81.821,65.176,53.542,41.908
GCAM4,SSP4-60,World,Primary Energy|Oil,EJ/yr,176.079,182.957,189.835,191.482,193.129,194.182,195.235,196.440,197.645,195.903,194.161,197.620,201.078,203.108,205.137,204.007,202.876,197.923,192.970
GCAM4,SSP5-34,World,Primary Energy|Oil,EJ/yr,176.079,185.694,195.308,206.864,218.419,227.846,237.273,252.071,266.869,271.986,277.103,273.429,269.756,252.522,235.288,195.319,155.350,118.047,80.745
GCAM4,SSP5-Baseline,World,Primary Energy|Oil,EJ/yr,176.079,186.349,196.618,205.281,213.943,230.942,247.941,268.484,289.026,311.725,334.423,363.286,392.149,418.405,444.662,466.374,488.086,497.942,507.798
IMAGE,SSP1-19,World,Primary Energy|Oil,EJ/yr,171.723,163.305,154.887,120.740,86.592,65.095,43.597,38.642,33.687,31.138,28.589,27.194,25.798,24.504,23.210,22.217,21.224,20.476,19.728
IMAGE,SSP1-26,World,Primary Energy|Oil,EJ/yr,171.723,171.438,171.153,160.178,149.204,135.610,122.015,116.035,110.056,104.776,99.495,91.684,83.873,69.225,54.576,46.574,38.571,37.724,36.878
IMAGE,SSP2-45,World,Primary Energy|Oil,EJ/yr,171.872,172.443,173.015,166.403,159.791,153.860,147.930,151.702,155.475,164.189,172.903,175.524,178.145,165.810,153.475,142.243,131.012,134.499,137.986
IMAGE,SSP3-Baseline,World,Primary Energy|Oil,EJ/yr,173.126,176.204,179.283,171.163,163.044,152.472,141.900,140.452,139.004,143.620,148.236,152.546,156.855,160.471,164.088,166.353,168.618,170.414,172.211
IMAGE,SSP4-34,World,Primary Energy|Oil,EJ/yr,173.705,174.055,174.405,172.302,170.200,159.095,147.990,148.337,148.683,149.968,151.254,140.964,130.675,113.649,96.622,85.225,73.828,71.208,68.587
IMAGE,SSP4-60,World,Primary Energy|Oil,EJ/yr,173.603,175.036,176.468,181.055,185.643,183.278,180.912,188.325,195.739,209.012,222.285,220.794,219.304,213.527,207.749,207.286,206.822,204.309,201.796
IMAGE,SSP5-34,World,Primary Energy|Oil,EJ/yr,175.813,180.540,185.267,189.051,192.835,201.098,209.361,207.570,205.779,190.297,174.814,154.251,133.687,122.513,111.340,99.018,86.697,79.626,72.556
IMAGE,SSP5-Baseline,World,Primary Energy|Oil,EJ/yr,175.769,183.971,192.173,202.357,212.542,227.909,243.275,265.997,288.719,307.971,327.223,335.917,344.612,341.685,338.758,325.920,313.083,294.757,276.432
MESSAGE-GLOBIOM,SSP1-19,World,Primary Energy|Oil,EJ/yr,171.808,189.799,207.789,195.970,184.150,162.705,141.259,105.207,69.155,44.836,20.516,12.574,4.631,2.647,0.662,0.332,0.001,0.001,0.000
MESSAGE-GLOBIOM,SSP1-26,World,Primary Energy|Oil,EJ/yr,171.785,189.448,207.110,208.881,210.652,207.832,205.011,182.473,159.935,129.115,98.294,75.551,52.807,39.319,25.830,16.741,7.651,4.340,1.029
MESSAGE-GLOBIOM,SSP2-45,World,Primary Energy|Oil,EJ/yr,173.118,190.354,207.589,215.294,222.998,228.278,233.557,232.309,231.061,214.879,198.697,176.089,153.481,134.665,115.849,97.008,78.167,64.910,51.653
MESSAGE-GLOBIOM,SSP3-Baseline,World,Primary Energy|Oil,EJ/yr,172.354,203.859,235.363,253.267,271.171,277.791,284.410,281.668,278.926,262.583,246.240,206.477,166.713,117.539,68.364,45.188,22.012,17.847,13.682
REMIND-MAGPIE,SSP1-19,World,Primary Energy|Oil,EJ/yr,169.600,175.400,181.200,184.050,186.900,179.900,172.900,140.450,108.000,75.260,42.520,27.985,13.450,9.387,5.323,4.570,3.817,3.580,3.342
REMIND-MAGPIE,SSP1-26,World,Primary Energy|Oil,EJ/yr,169.600,175.400,181.200,191.100,201.000,208.200,215.400,202.400,189.400,155.750,122.100,92.350,62.600,44.225,25.850,16.625,7.400,6.235,5.070
REMIND-MAGPIE,SSP2-45,World,Primary Energy|Oil,EJ/yr,171.400,182.850,194.300,208.450,222.600,229.450,236.300,226.350,216.400,199.100,181.800,165.100,148.400,135.950,123.500,113.800,104.100,106.150,108.200
REMIND-MAGPIE,SSP5-34,World,Primary Energy|Oil,EJ/yr,171.500,203.950,236.400,277.050,317.700,330.750,343.800,336.850,329.900,295.500,261.100,210.850,160.600,124.645,88.690,68.730,48.770,41.520,34.270
