Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-GLOBIOM,SSP1-26,R5.2MAF,Primary Energy|Coal,EJ/yr,4.501,4.809,5.116,4.137,3.157,2.814,2.471,3.558,4.646,5.073,5.499,6.664,7.829,9.607,11.384,14.828,18.271,15.717,13.163
MESSAGE-GLOBIOM,SSP2-45,R5.2MAF,Primary Energy|Coal,EJ/yr,4.496,4.832,5.168,5.522,5.876,7.348,8.821,10.227,11.632,14.383,17.133,20.983,24.833,26.157,27.481,28.3,29.12,29.057,28.995
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2MAF,Primary Energy|Coal,EJ/yr,4.507,5.576,6.645,8.636,10.628,14.198,17.768,24.339,30.911,39.335,47.758,64.165,80.572,102.572,124.571,150.52,176.469,202.148,227.827
REMIND-MAGPIE,SSP1-19,R5.2MAF,Primary Energy|Coal,EJ/yr,2.301,3.712,5.123,4.293,3.464,2.245,1.027,0.723,0.419,0.242,0.065,0.038,0.01,0.011,0.012,0.011,0.01,0.007,0.005
REMIND-MAGPIE,SSP1-26,R5.2MAF,Primary Energy|Coal,EJ/yr,2.301,3.712,5.123,4.818,4.513,3.7,2.888,2.131,1.374,1.026,0.678,0.492,0.306,0.255,0.203,0.174,0.144,0.094,0.043
REMIND-MAGPIE,SSP2-45,R5.2MAF,Primary Energy|Coal,EJ/yr,2.459,4.53,6.601,7.922,9.243,10.328,11.413,14.686,17.958,23.874,29.79,33.27,36.75,37.165,37.58,37.745,37.91,38.625,39.34
REMIND-MAGPIE,SSP5-34,R5.2MAF,Primary Energy|Coal,EJ/yr,2.29,3.305,4.319,4.145,3.971,3.472,2.974,4.813,6.651,8.951,11.251,10.95,10.649,9.25,7.851,5.707,3.563,2.307,1.051
REMIND-MAGPIE,SSP5-Baseline,R5.2MAF,Primary Energy|Coal,EJ/yr,2.29,3.124,3.957,5.805,7.653,12.413,17.174,30.332,43.49,68.995,94.5,122.79,151.08,178.92,206.76,229.175,251.59,266.09,280.59
WITCH-GLOBIOM,SSP1-19,R5.2MAF,Primary Energy|Coal,EJ/yr,0.736,0.746,0.756,0.472,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188
WITCH-GLOBIOM,SSP1-26,R5.2MAF,Primary Energy|Coal,EJ/yr,0.736,0.726,0.717,0.452,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188
WITCH-GLOBIOM,SSP2-45,R5.2MAF,Primary Energy|Coal,EJ/yr,0.736,0.863,0.99,1.004,1.017,1.242,1.467,1.788,2.108,2.388,2.668,3.032,3.395,3.718,4.041,4.343,4.645,5.264,5.882
WITCH-GLOBIOM,SSP3-Baseline,R5.2MAF,Primary Energy|Coal,EJ/yr,0.736,1.095,1.454,1.924,2.395,2.968,3.541,4.28,5.019,5.885,6.751,7.899,9.048,10.298,11.547,13.101,14.654,16.065,17.476
WITCH-GLOBIOM,SSP4-34,R5.2MAF,Primary Energy|Coal,EJ/yr,0.736,0.803,0.871,0.823,0.775,0.863,0.951,1.022,1.094,1.14,1.186,1.081,0.976,0.903,0.83,1.012,1.194,1.733,2.272
WITCH-GLOBIOM,SSP4-60,R5.2MAF,Primary Energy|Coal,EJ/yr,0.736,0.844,0.952,1.204,1.457,1.684,1.911,2.118,2.324,2.436,2.548,2.795,3.042,3.285,3.528,3.743,3.958,3.795,3.633
WITCH-GLOBIOM,SSP5-34,R5.2MAF,Primary Energy|Coal,EJ/yr,0.736,0.799,0.863,0.818,0.773,0.713,0.653,0.54,0.427,0.368,0.309,0.325,0.341,0.359,0.376,0.396,0.416,0.439,0.463
WITCH-GLOBIOM,SSP5-Baseline,R5.2MAF,Primary Energy|Coal,EJ/yr,0.736,0.988,1.24,1.663,2.086,2.884,3.681,5.015,6.349,8.285,10.221,13.068,15.915,19.452,22.989,26.483,29.976,32.119,34.262
AIM/CGE,SSP1-19,R5.2OECD,Primary Energy|Coal,EJ/yr,49.375,47.915,46.455,31.813,17.172,14.156,11.139,11.24,11.34,9.06,6.781,5.836,4.891,4.217,3.543,3.4,3.256,2.945,2.634
AIM/CGE,SSP1-26,R5.2OECD,Primary Energy|Coal,EJ/yr,49.414,48.015,46.616,41.928,37.24,29.38,21.52,20.314,19.109,18.848,18.588,17.278,15.967,15.793,15.619,15.061,14.504,14.323,14.142
AIM/CGE,SSP2-45,R5.2OECD,Primary Energy|Coal,EJ/yr,49.799,49.643,49.486,50.482,51.479,51.656,51.834,47.038,42.241,36.781,31.321,30.066,28.81,30.682,32.553,34.213,35.872,37.074,38.276
AIM/CGE,SSP3-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,50.076,54.679,59.282,63.057,66.832,71.444,76.055,81.938,87.821,93.785,99.748,106.27,112.792,117.842,122.892,126.935,130.978,134.574,138.171
AIM/CGE,SSP4-34,R5.2OECD,Primary Energy|Coal,EJ/yr,50.778,56.545,62.312,58.083,53.855,48.986,44.117,41.354,38.592,37.624,36.656,37.24,37.823,38.932,40.041,40.005,39.968,39.437,38.906
AIM/CGE,SSP5-34,R5.2OECD,Primary Energy|Coal,EJ/yr,49.779,49.343,48.907,43.449,37.99,37.275,36.56,43.075,49.59,55.728,61.866,66.244,70.623,76.078,81.533,89.042,96.551,106.917,117.283
AIM/CGE,SSP5-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,50.297,56.244,62.191,69.091,75.992,86.514,97.035,109.251,121.466,137.602,153.739,174.673,195.608,221.305,247.003,280.354,313.706,353.054,392.401
GCAM4,SSP1-19,R5.2OECD,Primary Energy|Coal,EJ/yr,44.023,45.155,46.288,37.813,29.339,21.789,14.239,10.479,6.719,5.671,4.623,3.518,2.413,1.678,0.943,0.636,0.33,0.212,0.095
GCAM4,SSP1-26,R5.2OECD,Primary Energy|Coal,EJ/yr,44.023,45.148,46.273,44.547,42.82,38.133,33.445,26.642,19.838,14.251,8.664,6.647,4.63,3.528,2.426,1.692,0.959,0.654,0.35
GCAM4,SSP2-45,R5.2OECD,Primary Energy|Coal,EJ/yr,44.023,46.671,49.32,50.858,52.396,49.487,46.578,41.174,35.771,30.258,24.744,22.074,19.404,18.882,18.36,18.103,17.846,17.306,16.765
GCAM4,SSP3-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,44.023,49.927,55.831,62.943,70.056,75.537,81.018,85.9,90.782,97.872,104.963,108.674,112.385,112.416,112.447,112.033,111.62,109.733,107.846
GCAM4,SSP4-34,R5.2OECD,Primary Energy|Coal,EJ/yr,44.023,46.296,48.57,45.678,42.786,35.822,28.857,25.092,21.327,21.256,21.184,20.308,19.433,17.308,15.183,11.913,8.644,5.513,2.382
GCAM4,SSP4-60,R5.2OECD,Primary Energy|Coal,EJ/yr,44.023,46.296,48.57,53.416,58.263,59.117,59.971,59.553,59.134,59.169,59.203,56.872,54.54,48.277,42.013,35.484,28.955,22.881,16.807
GCAM4,SSP5-34,R5.2OECD,Primary Energy|Coal,EJ/yr,44.023,47.467,50.912,54.405,57.899,50.219,42.539,40.368,38.196,40.835,43.474,45.131,46.789,47.489,48.188,46.397,44.605,37.088,29.571
GCAM4,SSP5-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,44.023,50.857,57.691,67.256,76.82,85.433,94.046,102.46,110.874,121.339,131.803,139.174,146.544,151.152,155.759,163.05,170.341,174.422,178.504
IMAGE,SSP1-19,R5.2OECD,Primary Energy|Coal,EJ/yr,40.992,35.66,30.328,19.022,7.716,6.89,6.063,5.622,5.182,5.062,4.943,4.752,4.56,4.32,4.08,3.668,3.257,2.908,2.56
IMAGE,SSP1-26,R5.2OECD,Primary Energy|Coal,EJ/yr,40.992,38.746,36.499,30.869,25.239,20.873,16.506,13.464,10.421,8.773,7.125,6.444,5.763,5.088,4.413,3.726,3.038,2.855,2.673
IMAGE,SSP2-45,R5.2OECD,Primary Energy|Coal,EJ/yr,41.026,39.089,37.151,35.517,33.883,31.517,29.151,27.761,26.37,25.679,24.989,24.978,24.968,24.331,23.693,24.431,25.17,28.929,32.689
IMAGE,SSP3-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,40.962,41.85,42.739,44.723,46.706,51.183,55.66,60.918,66.175,68.531,70.886,72.571,74.256,73.885,73.514,72.438,71.363,70.562,69.76
IMAGE,SSP4-34,R5.2OECD,Primary Energy|Coal,EJ/yr,40.902,38.382,35.862,30.673,25.485,21.154,16.823,12.497,8.171,7.309,6.446,6.2,5.955,6.697,7.439,9.962,12.484,13.083,13.682
IMAGE,SSP4-60,R5.2OECD,Primary Energy|Coal,EJ/yr,40.902,38.441,35.98,32.936,29.892,27.133,24.374,23.265,22.157,21.748,21.34,22.827,24.314,24.709,25.103,26.04,26.977,29.314,31.651
IMAGE,SSP5-34,R5.2OECD,Primary Energy|Coal,EJ/yr,41.05,38.872,36.694,32.74,28.787,27.135,25.484,25.043,24.602,32.525,40.447,51.952,63.457,73.726,83.995,92.511,101.026,103.067,105.109
IMAGE,SSP5-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,41.05,41.579,42.107,44.79,47.472,56.114,64.755,76.498,88.241,101.215,114.19,129.689,145.188,156.504,167.821,178.628,189.434,210.604,231.774
MESSAGE-GLOBIOM,SSP1-19,R5.2OECD,Primary Energy|Coal,EJ/yr,41.354,34.524,27.693,17.898,8.103,7.38,6.657,8.095,9.532,10.453,11.374,9.357,7.339,4.899,2.459,1.249,0.039,0.031,0.023
MESSAGE-GLOBIOM,SSP1-26,R5.2OECD,Primary Energy|Coal,EJ/yr,41.355,34.45,27.544,20.282,13.021,9.957,6.894,6.829,6.763,7.054,7.345,8.127,8.91,9.505,10.1,8.816,7.533,4.659,1.785
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,Primary Energy|Coal,EJ/yr,41.361,35.096,28.831,23.052,17.272,15.366,13.46,13.683,13.907,15.733,17.56,20.944,24.329,30.54,36.75,45.547,54.344,66.175,78.005
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,41.358,41.987,42.616,46.452,50.289,58.149,66.009,71.349,76.689,92.13,107.571,122.397,137.223,144.042,150.86,147.37,143.88,150.943,158.006
REMIND-MAGPIE,SSP1-19,R5.2OECD,Primary Energy|Coal,EJ/yr,45.999,37.29,28.581,20.272,11.963,7.913,3.862,2.689,1.515,1.147,0.779,0.729,0.678,0.666,0.655,0.502,0.349,0.256,0.164
REMIND-MAGPIE,SSP1-26,R5.2OECD,Primary Energy|Coal,EJ/yr,45.999,37.29,28.581,22.121,15.661,12.628,9.595,7.707,5.82,4.304,2.789,2.427,2.064,1.841,1.617,1.347,1.078,0.931,0.784
REMIND-MAGPIE,SSP2-45,R5.2OECD,Primary Energy|Coal,EJ/yr,48.895,42.917,36.938,32.407,27.875,27.586,27.296,36.091,44.886,57.131,69.376,74.675,79.974,78.896,77.818,75.382,72.946,71.524,70.101
REMIND-MAGPIE,SSP5-34,R5.2OECD,Primary Energy|Coal,EJ/yr,44.987,34.28,23.573,16.725,9.877,9.36,8.843,13.293,17.744,20.119,22.495,21.199,19.903,16.741,13.579,9.661,5.743,4.454,3.164
REMIND-MAGPIE,SSP5-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,44.987,39.736,34.485,34.776,35.066,42.552,50.038,66.143,82.247,104.658,127.068,145.127,163.185,171.733,180.281,178.226,176.17,178.175,180.18
WITCH-GLOBIOM,SSP1-19,R5.2OECD,Primary Energy|Coal,EJ/yr,51.301,43.5,35.699,24.053,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408
WITCH-GLOBIOM,SSP1-26,R5.2OECD,Primary Energy|Coal,EJ/yr,51.301,41.726,32.15,22.281,12.412,12.41,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408,12.408
WITCH-GLOBIOM,SSP2-45,R5.2OECD,Primary Energy|Coal,EJ/yr,51.301,43.312,35.324,30.271,25.218,24.236,23.255,21.714,20.173,19.121,18.069,17.332,16.596,16.067,15.538,14.002,12.466,12.466,12.466
WITCH-GLOBIOM,SSP3-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,51.301,53.084,54.867,56.627,58.388,59.61,60.833,62.353,63.873,65.064,66.255,68.09,69.926,71.45,72.973,74.589,76.205,77.269,78.332
WITCH-GLOBIOM,SSP4-34,R5.2OECD,Primary Energy|Coal,EJ/yr,51.301,44.453,37.604,32.181,26.759,22.2,17.641,15.785,13.928,13.692,13.455,13.255,13.055,12.732,12.408,12.408,12.408,12.408,12.408
WITCH-GLOBIOM,SSP4-60,R5.2OECD,Primary Energy|Coal,EJ/yr,51.301,45.403,39.505,42.006,44.508,41.883,39.257,38.884,38.511,38.255,38,37.923,37.845,37.226,36.607,36.536,36.464,36.113,35.762
WITCH-GLOBIOM,SSP5-34,R5.2OECD,Primary Energy|Coal,EJ/yr,51.301,44.668,38.034,27.265,16.496,16.61,16.724,17.599,18.474,19.441,20.407,21.474,22.542,23.721,24.9,26.203,27.505,28.944,30.383
WITCH-GLOBIOM,SSP5-Baseline,R5.2OECD,Primary Energy|Coal,EJ/yr,51.301,51.93,52.558,54.085,55.612,59.695,63.777,69.263,74.748,81.936,89.124,99.004,108.884,122.945,137.006,151.835,166.664,179.656,192.649
AIM/CGE,SSP1-19,R5.2REF,Primary Energy|Coal,EJ/yr,8.046,8.685,9.323,6.459,3.595,2.976,2.357,2.263,2.169,1.549,0.929,0.747,0.565,0.461,0.357,0.327,0.297,0.255,0.213
AIM/CGE,SSP1-26,R5.2REF,Primary Energy|Coal,EJ/yr,8.046,8.685,9.324,8.442,7.559,6.236,4.914,4.607,4.301,3.991,3.681,3.211,2.741,2.495,2.249,1.985,1.72,1.586,1.451
AIM/CGE,SSP2-45,R5.2REF,Primary Energy|Coal,EJ/yr,8.385,9.091,9.797,10.247,10.698,10.791,10.885,9.881,8.877,7.721,6.565,6.29,6.016,6.309,6.602,6.857,7.113,7.256,7.399
AIM/CGE,SSP3-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,8.298,8.874,9.45,10.104,10.757,11.35,11.942,12.177,12.412,13.056,13.7,14.566,15.431,16.462,17.493,18.704,19.916,21.247,22.578
AIM/CGE,SSP4-34,R5.2REF,Primary Energy|Coal,EJ/yr,8.216,8.703,9.19,8.938,8.686,8.152,7.617,6.987,6.357,5.947,5.537,5.465,5.393,5.362,5.332,5.109,4.887,4.647,4.407
AIM/CGE,SSP5-34,R5.2REF,Primary Energy|Coal,EJ/yr,8.465,8.933,9.401,8.723,8.044,7.92,7.797,8.645,9.492,9.785,10.079,9.643,9.207,8.821,8.434,8.313,8.191,8.247,8.304
AIM/CGE,SSP5-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,8.464,9.338,10.212,11.715,13.218,14.954,16.69,17.911,19.133,20.617,22.102,23.477,24.851,25.865,26.88,27.71,28.54,30.14,31.74
GCAM4,SSP1-19,R5.2REF,Primary Energy|Coal,EJ/yr,5.864,6.052,6.24,5.005,3.77,2.912,2.053,1.495,0.936,0.69,0.444,0.312,0.181,0.122,0.063,0.043,0.023,0.016,0.009
GCAM4,SSP1-26,R5.2REF,Primary Energy|Coal,EJ/yr,5.864,6.051,6.239,5.709,5.179,4.556,3.933,3.072,2.211,1.63,1.049,0.743,0.438,0.311,0.183,0.125,0.068,0.046,0.025
GCAM4,SSP2-45,R5.2REF,Primary Energy|Coal,EJ/yr,5.864,6.179,6.494,7.076,7.658,6.956,6.254,5.449,4.643,3.835,3.026,2.461,1.895,1.802,1.709,1.691,1.674,1.629,1.584
GCAM4,SSP3-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,5.864,6.596,7.327,8.363,9.398,10.307,11.215,12.076,12.936,14.619,16.302,17.762,19.221,20.333,21.445,22.939,24.433,25.892,27.35
GCAM4,SSP4-34,R5.2REF,Primary Energy|Coal,EJ/yr,5.864,6.095,6.327,5.566,4.804,4.112,3.421,2.827,2.233,1.975,1.717,1.581,1.445,1.279,1.114,0.809,0.505,0.368,0.232
GCAM4,SSP4-60,R5.2REF,Primary Energy|Coal,EJ/yr,5.864,6.095,6.327,6.802,7.277,7.322,7.366,7.202,7.038,6.927,6.816,6.367,5.918,4.972,4.026,3.377,2.729,2.214,1.698
GCAM4,SSP5-34,R5.2REF,Primary Energy|Coal,EJ/yr,5.864,6.209,6.555,7.383,8.211,6.66,5.108,4.097,3.086,2.778,2.471,2.466,2.462,2.5,2.539,2.677,2.816,2.811,2.807
GCAM4,SSP5-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,5.864,6.43,6.996,8.007,9.019,9.833,10.647,11.094,11.54,12.169,12.799,12.776,12.753,12.167,11.581,11.528,11.474,11.044,10.614
IMAGE,SSP1-19,R5.2REF,Primary Energy|Coal,EJ/yr,7.064,6.283,5.501,4.923,4.345,3.459,2.573,2.078,1.582,1.205,0.828,0.65,0.473,0.377,0.282,0.24,0.199,0.17,0.141
IMAGE,SSP1-26,R5.2REF,Primary Energy|Coal,EJ/yr,7.064,6.877,6.689,6.109,5.529,5.004,4.479,4.062,3.646,3.407,3.168,2.824,2.48,2.111,1.742,1.582,1.422,1.28,1.139
IMAGE,SSP2-45,R5.2REF,Primary Energy|Coal,EJ/yr,7.071,7.202,7.333,8.283,9.232,9.052,8.872,8.278,7.684,7.662,7.64,7.015,6.39,5.751,5.112,4.79,4.467,4.528,4.59
IMAGE,SSP3-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,7.081,7.497,7.913,9.855,11.797,13.64,15.484,16.396,17.308,18.715,20.122,21.063,22.004,22.422,22.839,23.3,23.762,24.582,25.403
IMAGE,SSP4-34,R5.2REF,Primary Energy|Coal,EJ/yr,7.068,6.975,6.881,6.056,5.231,4.629,4.026,3.571,3.117,2.811,2.505,2.252,2,1.844,1.688,2.228,2.768,3.117,3.466
IMAGE,SSP4-60,R5.2REF,Primary Energy|Coal,EJ/yr,7.068,7.018,6.968,7.174,7.38,8.087,8.795,9.002,9.209,9.689,10.168,10.477,10.785,10.469,10.152,9.584,9.016,8.284,7.551
IMAGE,SSP5-34,R5.2REF,Primary Energy|Coal,EJ/yr,7.078,7.345,7.612,7.08,6.548,6.096,5.645,4.777,3.91,4.03,4.15,5.57,6.99,8.078,9.165,10.132,11.099,11.929,12.758
IMAGE,SSP5-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,7.079,7.399,7.72,9.379,11.039,12.604,14.17,14.801,15.431,17.383,19.335,20.141,20.946,21.203,21.46,21.216,20.972,21.483,21.995
MESSAGE-GLOBIOM,SSP1-19,R5.2REF,Primary Energy|Coal,EJ/yr,8.007,7.921,7.835,4.566,1.297,0.871,0.444,0.309,0.174,0.342,0.51,0.981,1.453,1.331,1.208,0.613,0.018,0.015,0.011
MESSAGE-GLOBIOM,SSP1-26,R5.2REF,Primary Energy|Coal,EJ/yr,8.011,7.841,7.671,5.563,3.455,2.537,1.619,0.891,0.162,0.124,0.086,0.277,0.467,0.465,0.463,0.349,0.235,0.123,0.011
MESSAGE-GLOBIOM,SSP2-45,R5.2REF,Primary Energy|Coal,EJ/yr,7.995,8.045,8.094,8.403,8.711,7.772,6.833,6.396,5.959,6.561,7.162,7.478,7.794,7.175,6.556,7.031,7.505,10.303,13.1
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,8.019,8.181,8.343,10.347,12.351,12.468,12.586,12.836,13.086,13.747,14.407,17.273,20.139,25.598,31.057,40.031,49.005,66.795,84.586
REMIND-MAGPIE,SSP1-19,R5.2REF,Primary Energy|Coal,EJ/yr,3.199,2.625,2.05,1.359,0.667,0.37,0.073,0.052,0.03,0.025,0.02,0.012,0.004,0.004,0.003,0.003,0.003,0.003,0.002
REMIND-MAGPIE,SSP1-26,R5.2REF,Primary Energy|Coal,EJ/yr,3.199,2.625,2.05,1.444,0.837,0.555,0.273,0.183,0.093,0.075,0.057,0.055,0.052,0.042,0.032,0.024,0.015,0.012,0.009
REMIND-MAGPIE,SSP2-45,R5.2REF,Primary Energy|Coal,EJ/yr,3.199,2.837,2.474,2.373,2.272,2.625,2.977,4.43,5.882,7.279,8.676,9.688,10.7,11.025,11.35,10.945,10.54,10.065,9.59
REMIND-MAGPIE,SSP5-34,R5.2REF,Primary Energy|Coal,EJ/yr,3.068,2.284,1.5,1.066,0.632,0.781,0.929,1.994,3.059,3.767,4.475,4.268,4.06,3.375,2.69,1.762,0.835,0.441,0.047
REMIND-MAGPIE,SSP5-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,3.068,2.175,1.282,1.055,0.829,1.774,2.719,4.944,7.169,9.585,12,13.695,15.39,15.755,16.12,15.345,14.57,13.6,12.63
WITCH-GLOBIOM,SSP1-19,R5.2REF,Primary Energy|Coal,EJ/yr,9.617,8.904,8.191,5.959,3.727,3.727,3.727,3.726,3.726,3.726,3.726,3.726,3.726,3.726,3.726,3.726,3.726,3.726,3.726
WITCH-GLOBIOM,SSP1-26,R5.2REF,Primary Energy|Coal,EJ/yr,9.617,9.494,9.371,6.549,3.727,3.727,3.727,3.727,3.727,3.726,3.726,3.726,3.726,3.726,3.726,3.726,3.726,3.726,3.726
WITCH-GLOBIOM,SSP2-45,R5.2REF,Primary Energy|Coal,EJ/yr,9.617,10.728,11.838,10.012,8.185,8.221,8.257,9.195,10.132,10.636,11.141,10.924,10.708,9.847,8.987,8.461,7.934,8.081,8.228
WITCH-GLOBIOM,SSP3-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,9.617,12.23,14.842,17.56,20.279,22.946,25.614,28.42,31.227,33.169,35.112,38.039,40.967,44.518,48.069,53.259,58.45,62.129,65.809
WITCH-GLOBIOM,SSP4-34,R5.2REF,Primary Energy|Coal,EJ/yr,9.617,10.471,11.324,9.557,7.79,7.205,6.621,6.633,6.646,6.254,5.863,5.598,5.332,5.134,4.935,4.786,4.636,4.524,4.411
WITCH-GLOBIOM,SSP4-60,R5.2REF,Primary Energy|Coal,EJ/yr,9.617,10.677,11.737,11.65,11.563,12.715,13.867,14.436,15.005,15.129,15.252,15.571,15.89,15.724,15.559,15.486,15.413,15.126,14.839
WITCH-GLOBIOM,SSP5-34,R5.2REF,Primary Energy|Coal,EJ/yr,9.617,10.644,11.671,9.067,6.462,6.849,7.236,7.359,7.483,7.526,7.568,7.169,6.77,7.124,7.478,7.869,8.26,8.693,9.125
WITCH-GLOBIOM,SSP5-Baseline,R5.2REF,Primary Energy|Coal,EJ/yr,9.617,11.368,13.118,15.038,16.958,20.166,23.373,27.305,31.237,34.366,37.496,40.195,42.893,45.935,48.978,51.654,54.33,55.109,55.887
AIM/CGE,SSP1-19,World,Primary Energy|Coal,EJ/yr,129.033,133.722,138.411,94.094,49.778,39.746,29.715,30.001,30.287,22.531,14.774,12.363,9.951,8.452,6.953,6.63,6.308,5.643,4.979
AIM/CGE,SSP1-26,World,Primary Energy|Coal,EJ/yr,129.077,133.821,138.565,122.726,106.887,84.248,61.609,59.802,57.994,56.021,54.048,47.972,41.896,39.82,37.743,34.8,31.857,30.628,29.399
AIM/CGE,SSP2-45,World,Primary Energy|Coal,EJ/yr,134.329,145.803,157.276,162.816,168.355,168.573,168.791,152.825,136.859,116.149,95.439,89.482,83.525,87.745,91.965,94.537,97.109,101.21,105.311
AIM/CGE,SSP3-Baseline,World,Primary Energy|Coal,EJ/yr,134.413,154.949,175.485,198.867,222.249,242.983,263.716,285.188,306.659,326.785,346.911,369.488,392.065,415.19,438.316,463.408,488.5,515.658,542.816
AIM/CGE,SSP4-34,World,Primary Energy|Coal,EJ/yr,137.38,159.002,180.624,176.77,172.915,159.91,146.905,139.387,131.869,125.731,119.593,116.581,113.568,112.102,110.637,108.198,105.759,105.53,105.301
AIM/CGE,SSP5-34,World,Primary Energy|Coal,EJ/yr,134.279,144.987,155.696,138.97,122.244,119.243,116.242,136.297,156.352,166.619,176.887,175.686,174.485,175.484,176.483,181.537,186.592,196.423,206.255
AIM/CGE,SSP5-Baseline,World,Primary Energy|Coal,EJ/yr,135.166,153.685,172.204,198.575,224.946,253.944,282.941,309.412,335.884,361.242,386.6,419.22,451.84,491.077,530.314,582.553,634.793,695.176,755.559
GCAM4,SSP1-19,World,Primary Energy|Coal,EJ/yr,143.26,159.097,174.934,151.454,127.975,103.841,79.708,58.707,37.706,29.003,20.299,14.919,9.539,6.646,3.752,2.645,1.538,1.118,0.699
GCAM4,SSP1-26,World,Primary Energy|Coal,EJ/yr,143.26,159.058,174.856,171.226,167.597,157.166,146.734,124.625,102.516,75.498,48.479,34.136,19.793,14.477,9.16,6.558,3.956,2.818,1.68
GCAM4,SSP2-45,World,Primary Energy|Coal,EJ/yr,143.26,166.425,189.591,214.456,239.321,230.931,222.541,203.123,183.706,155.801,127.896,102.773,77.651,68.865,60.08,56.713,53.347,49.35,45.354
GCAM4,SSP3-Baseline,World,Primary Energy|Coal,EJ/yr,143.26,174.855,206.45,242.154,277.859,302.03,326.201,346.473,366.744,393.995,421.246,444.01,466.774,482.422,498.07,516.829,535.589,558.185,580.781
GCAM4,SSP4-34,World,Primary Energy|Coal,EJ/yr,143.26,164.704,186.149,178.342,170.535,152.269,134.003,115.78,97.556,89.53,81.504,73.646,65.787,57.233,48.678,36.303,23.929,15.752,7.575
GCAM4,SSP4-60,World,Primary Energy|Coal,EJ/yr,143.26,164.704,186.149,209.194,232.239,239.848,247.456,246.932,246.407,244.724,243.041,233.498,223.955,197.706,171.456,144.01,116.564,91.312,66.06
GCAM4,SSP5-34,World,Primary Energy|Coal,EJ/yr,143.26,168.364,193.469,232.283,271.098,247.685,224.272,198.76,173.249,161.345,149.44,148.058,146.675,142.862,139.049,127.252,115.456,91.607,67.758
GCAM4,SSP5-Baseline,World,Primary Energy|Coal,EJ/yr,143.26,174.717,206.175,254.573,302.97,348.162,393.354,427.102,460.851,490.044,519.237,533.356,547.475,545.242,543.008,541.215,539.421,528.895,518.369
IMAGE,SSP1-19,World,Primary Energy|Coal,EJ/yr,144.984,134.641,124.298,91.795,59.292,44.554,29.816,27.222,24.629,24.79,24.951,25.67,26.389,24.818,23.247,20.402,17.557,14.639,11.721
IMAGE,SSP1-26,World,Primary Energy|Coal,EJ/yr,144.984,148.607,152.229,142.32,132.41,114.718,97.027,81.884,66.741,60.397,54.054,52.889,51.724,48.502,45.281,42.911,40.542,35.28,30.018
IMAGE,SSP2-45,World,Primary Energy|Coal,EJ/yr,145.984,156.497,167.01,178.324,189.639,184.131,178.624,168.803,158.982,149.553,140.123,131.623,123.122,115.683,108.245,109.168,110.091,123.747,137.404
IMAGE,SSP3-Baseline,World,Primary Energy|Coal,EJ/yr,146.177,161.975,177.773,203.217,228.661,249.472,270.283,290.826,311.369,325.882,340.395,354.4,368.404,384.028,399.653,419.86,440.067,471.263,502.46
IMAGE,SSP4-34,World,Primary Energy|Coal,EJ/yr,145.359,148.707,152.056,143.847,135.639,119.545,103.451,79.429,55.407,46.389,37.371,36.224,35.077,36.773,38.468,44.302,50.135,51.754,53.374
IMAGE,SSP4-60,World,Primary Energy|Coal,EJ/yr,144.974,150.197,155.42,158.267,161.114,164.073,167.032,168.714,170.396,174.425,178.454,186.792,195.129,194.051,192.972,187.192,181.412,180.739,180.067
IMAGE,SSP5-34,World,Primary Energy|Coal,EJ/yr,146.222,156.078,165.935,161.94,157.945,151.24,144.536,124.861,105.185,119.334,133.484,161.739,189.994,206.757,223.521,244.564,265.607,268.636,271.666
